Date,ClientName,Type,TaskAmt,FilledAmt,PnL2TWAP(BPS),PnL2VWAP(BPS),PnL2Benchmark(BPS),PnL2TWAP(YUAN),PnL2VWAP(YUAN),PnL2Benchmark(YUAN)
2023-06-09,yytz_888867600047,∆’Õ®,1.62705330718E7,1.62705330718E7,3.316653460084208,-1.177618676379376,-1.177618676379376,5396.371981,-1916.0483619999982,-1916.0483619999982
