accountS,symbol,security_type,order_type,strategy_alias,note
-1,-1,-1,-1,103,Defult
-1,300782.SZ,-1,101|102,105,
-1,300737.SZ,-1,101|102,105,
-1,300820.SZ,-1,101|102,105,
-1,300838.SZ,-1,101|102,105,
-1,300723.SZ,-1,101|102,105,
-1,300946.SZ,-1,101|102,105,
-1,300997.SZ,-1,101|102,105,
-1,300980.SZ,-1,101|102,105,
-1,301028.SZ,-1,101|102,105,
-1,301111.SZ,-1,101|102,105,
-1,301208.SZ,-1,101|102,105,
-1,301313.SZ,-1,101|102,105,
-1,000338.SZ,-1,101|102,105,
-1,000554.SZ,-1,101|102,105,
-1,000555.SZ,-1,101|102,105,
-1,000573.SZ,-1,101|102,105,
-1,000796.SZ,-1,101|102,105,
-1,000639.SZ,-1,101|102,105,
-1,000761.SZ,-1,101|102,105,
-1,000735.SZ,-1,101|102,105,
-1,000892.SZ,-1,101|102,105,
-1,001212.SZ,-1,101|102,105,
-1,002106.SZ,-1,101|102,105,
-1,000955.SZ,-1,101|102,105,
-1,002102.SZ,-1,101|102,105,
-1,002185.SZ,-1,101|102,105,
-1,002173.SZ,-1,101|102,105,
-1,002242.SZ,-1,101|102,105,
-1,002183.SZ,-1,101|102,105,
-1,002274.SZ,-1,101|102,105,
-1,002296.SZ,-1,101|102,105,
-1,002354.SZ,-1,101|102,105,
-1,002368.SZ,-1,101|102,105,
-1,002459.SZ,-1,101|102,105,
-1,002444.SZ,-1,101|102,105,
-1,002441.SZ,-1,101|102,105,
-1,002421.SZ,-1,101|102,105,
-1,002531.SZ,-1,101|102,105,
-1,002586.SZ,-1,101|102,105,
-1,002554.SZ,-1,101|102,105,
-1,002702.SZ,-1,101|102,105,
-1,002790.SZ,-1,101|102,105,
-1,002722.SZ,-1,101|102,105,
-1,002879.SZ,-1,101|102,105,
-1,002935.SZ,-1,101|102,105,
-1,002913.SZ,-1,101|102,105,
-1,003040.SZ,-1,101|102,105,
-1,300010.SZ,-1,101|102,105,
-1,300004.SZ,-1,101|102,105,
-1,300003.SZ,-1,101|102,105,
-1,300187.SZ,-1,101|102,105,
-1,300155.SZ,-1,101|102,105,
-1,300165.SZ,-1,101|102,105,
-1,300243.SZ,-1,101|102,105,
-1,300365.SZ,-1,101|102,105,
-1,300419.SZ,-1,101|102,105,
-1,300435.SZ,-1,101|102,105,
-1,300414.SZ,-1,101|102,105,
-1,300445.SZ,-1,101|102,105,
-1,300527.SZ,-1,101|102,105,
-1,300503.SZ,-1,101|102,105,
-1,300532.SZ,-1,101|102,105,
-1,300592.SZ,-1,101|102,105,
-1,300635.SZ,-1,101|102,105,
-1,300582.SZ,-1,101|102,105,
-1,300686.SZ,-1,101|102,105,
-1,300716.SZ,-1,101|102,105,
-1,300770.SZ,-1,101|102,105,
-1,300858.SZ,-1,101|102,105,
-1,300740.SZ,-1,101|102,105,
-1,300848.SZ,-1,101|102,105,
-1,300941.SZ,-1,101|102,105,
-1,300909.SZ,-1,101|102,105,
-1,301083.SZ,-1,101|102,105,
-1,301135.SZ,-1,101|102,105,
-1,301088.SZ,-1,101|102,105,
-1,301321.SZ,-1,101|102,105,
-1,301211.SZ,-1,101|102,105,
-1,000560.SZ,-1,101|102,105,
-1,000158.SZ,-1,101|102,105,
-1,000557.SZ,-1,101|102,105,
-1,000665.SZ,-1,101|102,105,
-1,000403.SZ,-1,101|102,105,
-1,000738.SZ,-1,101|102,105,
-1,000852.SZ,-1,101|102,105,
-1,000957.SZ,-1,101|102,105,
-1,000789.SZ,-1,101|102,105,
-1,000920.SZ,-1,101|102,105,
-1,000953.SZ,-1,101|102,105,
-1,001269.SZ,-1,101|102,105,
-1,001323.SZ,-1,101|102,105,
-1,000893.SZ,-1,101|102,105,
-1,002083.SZ,-1,101|102,105,
-1,002024.SZ,-1,101|102,105,
-1,002009.SZ,-1,101|102,105,
-1,002038.SZ,-1,101|102,105,
-1,002187.SZ,-1,101|102,105,
-1,002110.SZ,-1,101|102,105,
-1,002277.SZ,-1,101|102,105,
-1,002197.SZ,-1,101|102,105,
-1,002243.SZ,-1,101|102,105,
-1,002291.SZ,-1,101|102,105,
-1,002355.SZ,-1,101|102,105,
-1,002372.SZ,-1,101|102,105,
-1,002424.SZ,-1,101|102,105,
-1,002449.SZ,-1,101|102,105,
-1,002537.SZ,-1,101|102,105,
