Date,UserName,BasketID,Side,TaskAmt,FilledAmt,PnL2TWAP(BPS),PnL2VWAP(BPS),PnL2Benchmark(BPS),PnL2TWAP(YUAN),PnL2VWAP(YUAN),PnL2Benchmark(YUAN),Fee,OtherFee
2022-06-14,弈泰投资,,B,2490975.95,2490975.95,-3.373226064266134,-4.454535580722849,-3.373226064266134,-840.2625000000095,-1109.6140999999902,-840.2625000000095,-373.646406,-220.949574
2022-06-14,弈泰投资,,S,2483699.65,2483699.65,0.759628484064189,-2.514812127142449,0.759628484064189,188.66890000002564,-624.6037999999455,188.66890000002564,-372.554844,-2704.003068
