Date,ClientName,Side,Symbol,OrdType,TaskQty,ClOrdID,StartTime,EndTime,CancelFlag,OrderCount,CancelledCount,FilledQty,AvgPx,Status,TWAP,VWAP,BasketID,Fee,OtherFee,CumVolPercentage(%),Pnl,CumQtyBuy,CumQtySell,AvgPxBuy,AvgPxSell,EodPrice
2022-06-14,ruiyan1,0,000729.SZ,"T0	",2000,"20838434203000010	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,8.5
2022-06-14,ruiyan1,0,000750.SZ,"T0	",4500,"20838434203000011	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,3.73
2022-06-14,ruiyan1,0,000783.SZ,"T0	",2700,"20838434203000012	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,6.13
2022-06-14,ruiyan1,0,000881.SZ,"T0	",1800,"20838434203000013	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,8.72
2022-06-14,ruiyan1,0,000883.SZ,"T0	",3100,"20838434203000014	","93003000	","145500000	",2,4,1,3100,0.0,null,null,null,,-5.01555,-19.569862,0,-229.0,3100,3100,5.43,5.3561290323,5.4
2022-06-14,ruiyan1,0,000976.SZ,"T0	",3800,"20838434203000015	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,4.31
2022-06-14,ruiyan1,0,002008.SZ,"T0	",500,"20838434203000016	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,30.99
2022-06-14,ruiyan1,0,002051.SZ,"T0	",1900,"20838434203000017	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,8.73
2022-06-14,ruiyan1,0,002074.SZ,"T0	",400,"20838434203000018	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,44.82
2022-06-14,ruiyan1,0,002176.SZ,"T0	",700,"20838434203000020	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,23.66
2022-06-14,ruiyan1,0,002195.SZ,"T0	",7200,"20838434203000021	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,2.26
2022-06-14,ruiyan1,0,002216.SZ,"T0	",900,"20838434203000022	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,19.04
2022-06-14,ruiyan1,0,002240.SZ,"T0	",300,"20838434203000023	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,60.76
2022-06-14,ruiyan1,0,002241.SZ,"T0	",400,"20838434203000024	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,36.9
2022-06-14,ruiyan1,0,002245.SZ,"T0	",700,"20838434203000025	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,22.71
2022-06-14,ruiyan1,0,002249.SZ,"T0	",2700,"20838434203000026	","93003000	","145500000	",0,0,0,0,0.0,null,null,null,,0.0,0.0,0,0.0,0,0,0.0,0.0,6.05
