交易日期,账户名称,资金账号,证券代码,证券名称,证券类别,交易市场,交易方向,母单编号,篮子编号,算法类型,算法实例,母单状态,任务数量,成交数量,成交金额,成交均价,交易费用,其他费用,开始时间,结束时间,子单委托笔数,子单撤单笔数,时段市场交易量占比(%),状态标识,TWAP价格,VWAP价格,基准绩效(BPS),基准绩效(元)
20230606	,jltest2	,202305181001	,002023.SZ	,海特高新,股票,深交所,买入,6880532334270006300	,202360691727659334	,VWAP	,kf_vwap_plus	,全部成交,1100,1100,9485.00,8.623,0.00,0.75,09:30:00	,10:30:00	,2,0,0.05200823,正常,8.6212750000,8.6255483321,3.27,3.10
20230606	,jltest2	,202305181001	,002435.SZ	,长江健康,股票,深交所,买入,6880532334270006500	,202360691727660036	,VWAP	,kf_vwap_plus	,全部成交,2200,2200,10052.00,4.569,0.00,0.79,09:30:00	,10:30:00	,9,0,0.05210031,正常,4.5638875000,4.5642193100,-10.66,-10.72
20230606	,jltest2	,202305181001	,002950.SZ	,奥美医疗,股票,深交所,买入,6880532334270006700	,202360691727660037	,VWAP	,kf_vwap_plus	,全部成交,2400,2400,25584.00,10.660,0.00,2.01,09:30:00	,10:30:00	,3,0,0.16621650,正常,10.6695045795,10.6764436595,15.43,39.46
20230606	,jltest2	,202305181001	,300191.SZ	,潜能恒信,股票,深交所,买入,6880532334270006900	,202360691727660138	,VWAP	,kf_vwap_plus	,全部成交,700,700,12315.00,17.593,0.00,0.97,09:30:00	,10:30:00	,2,0,0.11164274,正常,17.5782625000,17.5825566188,-5.85,-7.21
20230606	,jltest2	,202305181001	,300485.SZ	,赛升药业,股票,深交所,买入,6880532334270007100	,202360691727660340	,VWAP	,kf_vwap_plus	,全部成交,600,600,6281.00,10.468,0.00,0.49,09:30:00	,10:30:00	,2,0,0.03216813,正常,10.4293656093,10.4255221960,-40.90,-25.69
20230606	,jltest2	,202305181001	,300326.SZ	,凯利泰,股票,深交所,买入,6880532334270007300	,202360691727660239	,VWAP	,kf_vwap_plus	,全部成交,1400,1400,9492.00,6.780,0.00,0.75,09:30:00	,10:30:00	,2,0,0.04231004,正常,6.7785904920,6.7793355932,-0.98,-0.93
20230606	,jltest2	,202305181001	,600323.SH	,瀚蓝环境,股票,上交所,买入,6880532334270007500	,202360691727660441	,VWAP	,kf_vwap_plus	,全部成交,1600,1600,31022.00,19.389,0.00,2.44,09:30:00	,10:30:00	,3,0,0.25094103,正常,19.3506119900,19.3446016311,-22.77,-70.64
20230606	,jltest2	,202305181001	,600456.SH	,宝钛股份,股票,上交所,买入,6880532334270007700	,202360691727660542	,VWAP	,kf_vwap_plus	,全部成交,1100,1100,36107.00,32.825,0.00,2.84,09:30:00	,10:30:00	,4,0,0.07913481,正常,32.7648666666,32.8021867106,-6.81,-24.59
20230606	,jltest2	,202305181001	,601588.SH	,北辰实业,股票,上交所,买入,6880532334270007900	,202360691727660644	,VWAP	,kf_vwap_plus	,全部成交,16700,16700,33782.00,2.023,0.00,2.66,09:30:00	,10:30:00	,8,4,0.15532628,正常,2.0204916666,2.0194452693,-16.95,-57.26
20230606	,jltest2	,202305181001	,601963.SH	,重庆银行,股票,上交所,买入,6880532334270008100	,202360691727660745	,VWAP	,kf_vwap_plus	,全部成交,900,900,7470.00,8.300,0.00,0.59,09:30:00	,10:30:00	,1,0,0.03413361,正常,8.3272954924,8.3148829766,17.93,13.39
20230606	,jltest2	,202305181001	,603053.SH	,成都燃气,股票,上交所,买入,6880532334270008300	,202360691727660947	,VWAP	,kf_vwap_plus	,全部成交,3200,3200,31384.00,9.807,0.00,2.47,09:30:00	,10:30:00	,4,0,0.37448800,正常,9.8081348875,9.8056044470,-1.93,-6.07
20230606	,jltest2	,202305181001	,600717.SH	,天津港,股票,上交所,买入,6880532334270008500	,202360691727660543	,VWAP	,kf_vwap_plus	,全部成交,8000,8000,36540.00,4.568,0.00,2.87,09:30:00	,10:30:00	,14,5,0.19518393,正常,4.5718625000,4.5692371089,3.80,13.90
20230606	,jltest2	,202305181001	,603010.SH	,万盛股份,股票,上交所,买入,6880532334270008700	,202360691727660846	,VWAP	,kf_vwap_plus	,全部成交,800,800,8791.00,10.989,0.00,0.69,09:30:00	,10:30:00	,2,0,0.06532745,正常,10.9752877397,10.9834509227,-4.82,-4.24
20230606	,jltest2	,202305181001	,603313.SH	,梦百合,股票,上交所,买入,6880532334270008900	,202360691727661350	,VWAP	,kf_vwap_plus	,全部成交,800,800,7678.00,9.598,0.00,0.60,09:30:00	,10:30:00	,4,2,0.05854150,正常,9.6302960800,9.6546022397,59.50,45.68
20230606	,jltest2	,202305181001	,603071.SH	,物产环能,股票,上交所,买入,6880532334270009100	,202360691727661148	,VWAP	,kf_vwap_plus	,全部成交,1800,1800,30055.00,16.697,0.00,2.37,09:30:00	,10:30:00	,3,0,0.13816395,正常,16.7179791666,16.7636636475,39.79,119.59
20230606	,jltest2	,202305181001	,603098.SH	,森特股份,股票,上交所,买入,6880532334270009300	,202360691727661249	,VWAP	,kf_vwap_plus	,全部成交,400,400,8037.00,20.093,0.00,0.63,09:30:00	,10:30:00	,2,0,0.05164089,正常,20.1130717863,20.1198946525,13.63,10.96
20230606	,jltest2	,202305181001	,603916.SH	,苏博特,股票,上交所,买入,6880532334270009500	,202360691727661552	,VWAP	,kf_vwap_plus	,全部成交,700,700,9489.00,13.556,0.00,0.75,09:30:00	,10:30:00	,2,0,0.06729475,正常,13.6060884070,13.6370169198,59.98,56.91
20230606	,jltest2	,202305181001	,603337.SH	,杰克股份,股票,上交所,买入,6880532334270009700	,202360691727661451	,VWAP	,kf_vwap_plus	,全部成交,100,100,1873.00,18.730,0.00,0.15,09:30:00	,10:30:00	,1,0,0.03537319,正常,18.7482458333,18.7343862752,2.34,0.44
20230606	,jltest2	,202305181001	,605008.SH	,长鸿高科,股票,上交所,买入,6880532334270009900	,202360691727661853	,VWAP	,kf_vwap_plus	,全部成交,200,200,2836.00,14.180,0.00,0.22,09:30:00	,10:30:00	,1,0,0.07362686,正常,14.1751702657,14.1732071859,-4.79,-1.36
20230606	,jltest1	,202304181002	,000517.SZ	,荣安地产,股票,深交所,卖出,6880532335080000100	,20236069193573725	,VWAP	,kf_vwap_plus	,全部成交,149600,149600,451992.00,3.021,0.00,487.56,09:30:00	,10:30:00	,28,5,1.33658295,正常,3.0217500000,3.0220342309,-2.31,-104.32
20230606	,jltest1	,202304181002	,000813.SZ	,德展健康,股票,深交所,卖出,6880532335080000300	,20236069193573737	,VWAP	,kf_vwap_plus	,全部成交,61300,61300,190214.00,3.103,0.00,205.18,09:30:00	,10:30:00	,10,1,1.89043379,正常,3.1006416666,3.0986945213,13.88,264.03
20230606	,jltest1	,202304181002	,000546.SZ	,金圆股份,股票,深交所,卖出,6880532335080000500	,20236069193573726	,VWAP	,kf_vwap_plus	,全部成交,38200,38200,323401.00,8.466,0.00,348.85,09:30:00	,10:30:00	,9,2,0.75038796,正常,8.4695708333,8.4718201819,-6.88,-222.53
20230606	,jltest1	,202304181002	,002239.SZ	,奥特佳,股票,深交所,卖出,6880532335080000700	,20236069193573748	,VWAP	,kf_vwap_plus	,全部成交,119800,119800,305611.00,2.551,0.00,329.66,09:30:00	,10:30:00	,11,4,1.65778731,正常,2.5518791666,2.5510771466,-0.26,-8.04
20230606	,jltest1	,202304181002	,000035.SZ	,中国天楹,股票,深交所,卖出,6880532335080000900	,20236069193573703	,VWAP	,kf_vwap_plus	,全部成交,81000,81000,387714.00,4.787,0.00,418.22,09:30:00	,10:30:00	,43,3,2.42944123,正常,4.7818875000,4.7848498845,3.64,141.16
20230606	,jltest1	,202304181002	,000058.SZ	,深赛格,股票,深交所,卖出,6880532335080001100	,20236069193573714	,VWAP	,kf_vwap_plus	,全部成交,56200,56200,357561.00,6.362,0.00,385.70,09:30:00	,10:30:00	,5,0,2.76895168,正常,6.3764750000,6.3779756992,-24.65,-881.23
20230606	,jltest1	,202304181002	,002293.SZ	,罗莱生活,股票,深交所,卖出,6880532335080001300	,202360691935737710	,VWAP	,kf_vwap_plus	,全部成交,7000,7000,82719.00,11.817,0.00,89.23,09:30:00	,10:30:00	,4,0,0.43882305,正常,11.7997958333,11.8255465227,-7.23,-59.83
20230606	,jltest1	,202304181002	,002285.SZ	,世联行,股票,深交所,卖出,6880532335080001500	,20236069193573769	,VWAP	,kf_vwap_plus	,全部成交,45600,45600,120611.00,2.645,0.00,130.10,09:30:00	,10:30:00	,13,1,0.45767445,正常,2.6472125000,2.6531975886,-31.08,-374.81
20230606	,jltest1	,202304181002	,002344.SZ	,海宁皮城,股票,深交所,卖出,6880532335080001700	,202360691935737811	,VWAP	,kf_vwap_plus	,全部成交,59100,59100,314225.00,5.317,0.00,338.95,09:30:00	,10:30:00	,6,0,0.96346652,正常,5.3202875000,5.3221334833,-9.96,-313.09
20230606	,jltest1	,202304181002	,002645.SZ	,华宏科技,股票,深交所,卖出,6880532335080001900	,202360691935737912	,VWAP	,kf_vwap_plus	,全部成交,4900,4900,58486.00,11.936,0.00,63.09,09:30:00	,10:30:00	,7,1,0.23085984,正常,11.9430625000,11.9397969375,-3.25,-19.00
20230606	,jltest1	,202304181002	,300102.SZ	,乾照光电,股票,深交所,卖出,6880532335080002100	,202360691935738013	,VWAP	,kf_vwap_plus	,全部成交,23600,23600,156283.00,6.622,0.00,168.58,09:30:00	,10:30:00	,9,0,0.66327534,正常,6.6211291666,6.6246373064,-3.74,-58.44
20230606	,jltest1	,202304181002	,300224.SZ	,正海磁材,股票,深交所,卖出,6880532335080002300	,202360691935738114	,VWAP	,kf_vwap_plus	,全部成交,12400,12400,146434.00,11.809,0.00,157.96,09:30:00	,10:30:00	,8,0,0.88888889,正常,11.8064929107,11.8063641577,2.40,35.08
20230606	,jltest1	,202304181002	,300409.SZ	,道氏技术,股票,深交所,卖出,6880532335080002500	,202360691935738215	,VWAP	,kf_vwap_plus	,全部成交,22500,22500,290701.00,12.920,0.00,313.58,09:30:00	,10:30:00	,10,1,1.09474455,正常,12.9184570475,12.9294434707,-7.27,-211.48
20230606	,jltest1	,202304181002	,300477.SZ	,合纵科技,股票,深交所,卖出,6880532335080002700	,202360691935738316	,VWAP	,kf_vwap_plus	,全部成交,44200,44200,205015.00,4.638,0.00,221.15,09:30:00	,10:30:00	,25,11,1.11539774,正常,4.6347621035,4.6367475102,3.45,70.76
20230606	,jltest1	,202304181002	,600400.SH	,红豆股份,股票,上交所,卖出,6880532335080002900	,202360691935738518	,VWAP	,kf_vwap_plus	,全部成交,74200,74200,238741.00,3.218,0.00,257.53,09:30:00	,10:30:00	,16,4,2.01548391,正常,3.2118932443,3.2110537612,20.14,480.81
20230606	,jltest1	,202304181002	,600688.SH	,上海石化,股票,上交所,卖出,6880532335080003100	,202360691935738519	,VWAP	,kf_vwap_plus	,全部成交,151300,151300,477026.00,3.153,0.00,514.57,09:30:00	,10:30:00	,48,17,3.50004627,正常,3.1530250000,3.1524259739,1.34,63.95
20230606	,jltest1	,202304181002	,600184.SH	,光电股份,股票,上交所,卖出,6880532335080003300	,202360691935738417	,VWAP	,kf_vwap_plus	,全部成交,21400,21400,266384.00,12.448,0.00,287.35,09:30:00	,10:30:00	,10,0,1.59487256,正常,12.4609293266,12.4612669548,-10.78,-287.11
20230606	,jltest1	,202304181002	,600696.SH	,岩石股份,股票,上交所,卖出,6880532335080003500	,202360691935738620	,VWAP	,kf_vwap_plus	,全部成交,5200,5200,130240.00,25.046,0.00,140.49,09:30:00	,10:30:00	,6,0,1.37203166,正常,25.0308833333,25.0308680738,6.10,79.49
20230606	,jltest1	,202304181002	,603301.SH	,振德医疗,股票,上交所,卖出,6880532335080003700	,202360691935738923	,VWAP	,kf_vwap_plus	,全部成交,3400,3400,111428.00,32.773,0.00,120.20,09:30:00	,10:30:00	,9,0,0.61118102,正常,32.7186541666,32.7096908143,19.30,215.05
20230606	,jltest1	,202304181002	,601777.SH	,力帆科技,股票,上交所,卖出,6880532335080003900	,202360691935738822	,VWAP	,kf_vwap_plus	,全部成交,81800,81800,276502.00,3.380,0.00,298.26,09:30:00	,10:30:00	,32,9,3.37361323,正常,3.3803018920,3.3802668371,-0.14,-3.83
20230606	,jltest1	,202304181002	,600997.SH	,开滦股份,股票,上交所,卖出,6880532335080004100	,202360691935738721	,VWAP	,kf_vwap_plus	,全部成交,58500,58500,350287.00,5.988,0.00,377.85,09:30:00	,10:30:00	,4,0,3.47758474,正常,5.9840341382,5.9891041622,-2.16,-75.59
20230606	,jltest1	,202304181002	,603718.SH	,海利生物,股票,上交所,卖出,6880532335080004300	,202360691935739125	,VWAP	,kf_vwap_plus	,全部成交,25600,25600,245425.00,9.587,0.00,264.74,09:30:00	,10:30:00	,9,0,1.66579906,正常,9.5830733944,9.5760892764,11.29,277.11
20230606	,jltest1	,202304181002	,603588.SH	,高能环境,股票,上交所,卖出,6880532335080004500	,202360691935739024	,VWAP	,kf_vwap_plus	,全部成交,39900,39900,367713.00,9.216,0.00,396.65,09:30:00	,10:30:00	,7,0,2.23809393,正常,9.2219724770,9.2243910729,-9.25,-340.20
20230606	,jltest1	,202304181002	,603733.SH	,仙鹤股份,股票,上交所,卖出,6880532335080004700	,202360691935739426	,VWAP	,kf_vwap_plus	,全部成交,2200,2200,47509.00,21.595,0.00,51.25,09:30:00	,10:30:00	,8,2,0.20477917,正常,21.5869458333,21.5899455287,2.34,11.12
20230606	,jltest1	,202304181002	,688148.SH	,芳源股份,股票,上交所,卖出,6880532335080004900	,202360691935739627	,VWAP	,kf_vwap_plus	,全部成交,8786,8786,101077.41,11.504,0.00,109.03,09:30:00	,10:30:00	,10,0,0.59555281,正常,11.4921327212,11.5021480842,1.93,19.54
20230606	,jltest1	,202304181002	,000557.SZ	,西部创业,股票,深交所,买入,6880532335080005100	,202360691935740529	,VWAP	,kf_vwap_plus	,全部成交,74300,74300,411658.00,5.540,0.00,32.40,09:30:00	,10:30:00	,3,0,4.55912131,正常,5.5336583333,5.5315475240,-16.13,-664.02
20230606	,jltest1	,202304181002	,000767.SZ	,晋控电力,股票,深交所,买入,6880532335080005300	,202360691935740730	,VWAP	,kf_vwap_plus	,全部成交,124100,124100,403617.00,3.252,0.00,31.76,09:30:00	,10:30:00	,45,8,1.04049635,正常,3.2491250000,3.2557205500,10.35,417.92
20230606	,jltest1	,202304181002	,000791.SZ	,甘肃能源,股票,深交所,买入,6880532335080005500	,202360691935740831	,VWAP	,kf_vwap_plus	,全部成交,78500,78500,407572.00,5.192,0.00,32.08,09:30:00	,10:30:00	,4,0,1.93759321,正常,5.1942333333,5.1951553752,6.08,247.70
20230606	,jltest1	,202304181002	,002023.SZ	,海特高新,股票,深交所,买入,6880532335080005700	,202360691935741034	,VWAP	,kf_vwap_plus	,全部成交,12400,12400,106742.00,8.608,0.00,8.40,09:30:00	,10:30:00	,3,0,0.58627456,正常,8.6212750000,8.6255483321,20.12,214.80
20230606	,jltest1	,202304181002	,000982.SZ	,中银绒业,股票,深交所,买入,6880532335080005900	,202360691935741033	,VWAP	,kf_vwap_plus	,全部成交,259900,259900,406483.00,1.564,0.00,31.99,09:30:00	,10:30:00	,13,5,2.10553093,正常,1.5617333333,1.5595708897,-28.30,-1150.53
20230606	,jltest1	,202304181002	,002267.SZ	,陕天然气,股票,深交所,买入,6880532335080006100	,202360691935741135	,VWAP	,kf_vwap_plus	,全部成交,52800,52800,406218.00,7.694,0.00,31.97,09:30:00	,10:30:00	,9,0,2.98862286,正常,7.6929375000,7.6969225108,4.42,179.51
20230606	,jltest1	,202304181002	,000881.SZ	,中广核技,股票,深交所,买入,6880532335080006300	,202360691935740932	,VWAP	,kf_vwap_plus	,全部成交,51800,51800,411602.00,7.946,0.00,32.39,09:30:00	,10:30:00	,4,0,3.71219722,正常,7.9417708333,7.9436792317,-2.90,-119.42
20230606	,jltest1	,202304181002	,002435.SZ	,长江健康,股票,深交所,买入,6880532335080006500	,202360691935741236	,VWAP	,kf_vwap_plus	,全部成交,24900,24900,113594.00,4.562,0.00,8.94,09:30:00	,10:30:00	,17,1,0.58968073,正常,4.5638875000,4.5642193100,4.85,55.06
20230606	,jltest1	,202304181002	,002950.SZ	,奥美医疗,股票,深交所,买入,6880532335080006700	,202360691935741337	,VWAP	,kf_vwap_plus	,全部成交,27200,27200,289927.00,10.659,0.00,22.82,09:30:00	,10:30:00	,4,0,1.88378697,正常,10.6695045795,10.6764436595,16.29,472.27
20230606	,jltest1	,202304181002	,300191.SZ	,潜能恒信,股票,深交所,买入,6880532335080006900	,202360691935742438	,VWAP	,kf_vwap_plus	,全部成交,7600,7600,133509.00,17.567,0.00,10.51,09:30:00	,10:30:00	,5,0,1.21212121,正常,17.5782625000,17.5825566188,8.87,118.43
20230606	,jltest1	,202304181002	,300326.SZ	,凯利泰,股票,深交所,买入,6880532335080007100	,202360691935743039	,VWAP	,kf_vwap_plus	,全部成交,15300,15300,103626.00,6.773,0.00,8.16,09:30:00	,10:30:00	,3,0,0.46238834,正常,6.7785904920,6.7793355932,9.44,97.83
20230606	,jltest1	,202304181002	,300485.SZ	,赛升药业,股票,深交所,买入,6880532335080007300	,202360691935743440	,VWAP	,kf_vwap_plus	,全部成交,7000,7000,72938.00,10.420,0.00,5.74,09:30:00	,10:30:00	,5,0,0.37529487,正常,10.4293656093,10.4255221960,5.57,40.66
20230606	,jltest1	,202304181002	,600323.SH	,瀚蓝环境,股票,上交所,买入,6880532335080007500	,202360691935744141	,VWAP	,kf_vwap_plus	,全部成交,17500,17500,339106.00,19.377,0.00,26.69,09:30:00	,10:30:00	,11,1,2.74466750,正常,19.3506119900,19.3446016311,-16.97,-575.47
20230606	,jltest1	,202304181002	,600456.SH	,宝钛股份,股票,上交所,买入,6880532335080007700	,202360691935744642	,VWAP	,kf_vwap_plus	,全部成交,12300,12300,403194.00,32.780,0.00,31.73,09:30:00	,10:30:00	,8,1,0.88487108,正常,32.7648666666,32.8021867106,6.77,272.90
20230606	,jltest1	,202304181002	,600717.SH	,天津港,股票,上交所,买入,6880532335080007900	,202360691935745443	,VWAP	,kf_vwap_plus	,全部成交,89700,89700,409695.00,4.567,0.00,32.24,09:30:00	,10:30:00	,29,6,2.18849986,正常,4.5718625000,4.5692371089,4.04,165.57
20230606	,jltest1	,202304181002	,603010.SH	,万盛股份,股票,上交所,买入,6880532335080008100	,202360691935747246	,VWAP	,kf_vwap_plus	,全部成交,8900,8900,97570.00,10.963,0.00,7.68,09:30:00	,10:30:00	,4,0,0.72676792,正常,10.9752877397,10.9834509227,18.73,182.71
20230606	,jltest1	,202304181002	,601588.SH	,北辰实业,股票,上交所,买入,6880532335080008300	,202360691935746044	,VWAP	,kf_vwap_plus	,全部成交,188400,188400,382074.00,2.028,0.00,30.07,09:30:00	,10:30:00	,16,9,1.75230369,正常,2.0204916666,2.0194452693,-42.15,-1610.51
20230606	,jltest1	,202304181002	,601963.SH	,重庆银行,股票,上交所,买入,6880532335080008500	,202360691935746545	,VWAP	,kf_vwap_plus	,全部成交,10300,10300,85847.00,8.335,0.00,6.76,09:30:00	,10:30:00	,4,0,0.39064026,正常,8.3272954924,8.3148829766,-23.73,-203.71
20230606	,jltest1	,202304181002	,603053.SH	,成都燃气,股票,上交所,买入,6880532335080008700	,202360691935747747	,VWAP	,kf_vwap_plus	,全部成交,36100,36100,354358.00,9.816,0.00,27.89,09:30:00	,10:30:00	,15,1,4.22469280,正常,9.8081348875,9.8056044470,-10.60,-375.68
20230606	,jltest1	,202304181002	,603098.SH	,森特股份,股票,上交所,买入,6880532335080008900	,202360691935748849	,VWAP	,kf_vwap_plus	,全部成交,4200,4200,84318.00,20.076,0.00,6.64,09:30:00	,10:30:00	,10,4,0.54222934,正常,20.1130717863,20.1198946525,22.01,185.56
20230606	,jltest1	,202304181002	,603071.SH	,物产环能,股票,上交所,买入,6880532335080009100	,202360691935748248	,VWAP	,kf_vwap_plus	,全部成交,20600,20600,344362.00,16.717,0.00,27.10,09:30:00	,10:30:00	,7,0,1.58120970,正常,16.7179791666,16.7636636475,28.15,969.47
20230606	,jltest1	,202304181002	,603313.SH	,梦百合,股票,上交所,买入,6880532335080009300	,202360691935749350	,VWAP	,kf_vwap_plus	,全部成交,9200,9200,88470.00,9.616,0.00,6.96,09:30:00	,10:30:00	,7,1,0.67322722,正常,9.6302960800,9.6546022397,39.83,352.34
20230606	,jltest1	,202304181002	,603337.SH	,杰克股份,股票,上交所,买入,6880532335080009500	,202360691935750251	,VWAP	,kf_vwap_plus	,全部成交,1400,1400,26215.00,18.725,0.00,2.06,09:30:00	,10:30:00	,3,0,0.49522462,正常,18.7482458333,18.7343862752,5.01,13.14
20230606	,jltest1	,202304181002	,603916.SH	,苏博特,股票,上交所,买入,6880532335080009700	,202360691935750552	,VWAP	,kf_vwap_plus	,全部成交,7700,7700,104882.00,13.621,0.00,8.25,09:30:00	,10:30:00	,6,2,0.74024226,正常,13.6060884070,13.6370169198,11.73,123.03
20230606	,jltest1	,202304181002	,605008.SH	,长鸿高科,股票,上交所,买入,6880532335080009900	,202360691935751053	,VWAP	,kf_vwap_plus	,全部成交,2100,2100,29716.00,14.150,0.00,2.34,09:30:00	,10:30:00	,3,0,0.77308202,正常,14.1751702657,14.1732071859,16.06,47.74
20230607	,jltest2	,202305181001	,000088.SZ	,盐田港,股票,深交所,卖出,6880533328620000100	,20236079081137993	,VWAP	,kf_vwap_plus	,全部成交,10100,10100,49643.00,4.915,0.00,53.55,09:30:00	,10:30:00	,24,3,0.65769852,正常,4.9208742714,4.9202504724,-10.38,-51.53
20230607	,jltest2	,202305181001	,000058.SZ	,深赛格,股票,深交所,卖出,6880533328620000300	,20236079081137982	,VWAP	,kf_vwap_plus	,全部成交,5000,5000,31761.00,6.352,0.00,34.26,09:30:00	,10:30:00	,4,0,0.31244142,正常,6.3532751454,6.3535549584,-2.13,-6.77
20230607	,jltest2	,202305181001	,000813.SZ	,德展健康,股票,深交所,卖出,6880533328620000500	,20236079081138004	,VWAP	,kf_vwap_plus	,全部成交,5500,5500,16752.00,3.046,0.00,18.07,09:30:00	,10:30:00	,7,2,0.07718432,正常,3.0604496253,3.0519885486,-20.26,-33.94
20230607	,jltest2	,202305181001	,002461.SZ	,珠江啤酒,股票,深交所,卖出,6880533328620000700	,20236079081138016	,VWAP	,kf_vwap_plus	,全部成交,2600,2600,23168.00,8.911,0.00,24.99,09:30:00	,10:30:00	,3,0,0.13543077,正常,8.8865945045,8.8974606729,14.94,34.60
20230607	,jltest2	,202305181001	,002293.SZ	,罗莱生活,股票,深交所,卖出,6880533328620000900	,20236079081138015	,VWAP	,kf_vwap_plus	,全部成交,600,600,7056.00,11.760,0.00,7.61,09:30:00	,10:30:00	,1,0,0.07852375,正常,11.7144920899,11.7203612092,33.71,23.78
20230607	,jltest2	,202305181001	,002645.SZ	,华宏科技,股票,深交所,卖出,6880533328620001100	,20236079081138027	,VWAP	,kf_vwap_plus	,全部成交,400,400,4676.00,11.690,0.00,5.04,09:30:00	,10:30:00	,1,0,0.02803083,正常,11.6215903413,11.6154295725,63.79,29.83
20230607	,jltest2	,202305181001	,300409.SZ	,道氏技术,股票,深交所,卖出,6880533328620001300	,202360790811380510	,VWAP	,kf_vwap_plus	,全部成交,2000,2000,25310.00,12.655,0.00,27.30,09:30:00	,10:30:00	,4,0,0.10930276,正常,12.6206583333,12.6211713976,26.73,67.66
20230607	,jltest2	,202305181001	,002950.SZ	,奥美医疗,股票,深交所,卖出,6880533328620001500	,20236079081138038	,VWAP	,kf_vwap_plus	,全部成交,2700,2700,28137.00,10.421,0.00,30.35,09:30:00	,10:30:00	,4,0,0.15340037,正常,10.4039143094,10.4060229532,14.48,40.74
20230607	,jltest2	,202305181001	,300477.SZ	,合纵科技,股票,深交所,卖出,6880533328620001700	,202360790811380612	,VWAP	,kf_vwap_plus	,全部成交,4000,4000,18196.00,4.549,0.00,19.63,09:30:00	,10:30:00	,13,2,0.13293895,正常,4.5439333333,4.5415573797,16.36,29.77
20230607	,jltest2	,202305181001	,300255.SZ	,常山药业,股票,深交所,卖出,6880533328620001900	,20236079081138049	,VWAP	,kf_vwap_plus	,全部成交,1500,1500,8118.00,5.412,0.00,8.76,09:30:00	,10:30:00	,2,0,0.02657064,正常,5.4259708333,5.4260777361,-26.01,-21.12
20230607	,jltest2	,202305181001	,300457.SZ	,赢合科技,股票,深交所,卖出,6880533328620002100	,202360790811380511	,VWAP	,kf_vwap_plus	,全部成交,2400,2400,41107.00,17.128,0.00,44.34,09:30:00	,10:30:00	,7,2,0.12635569,正常,17.1035833333,17.1069411393,12.25,50.34
20230607	,jltest2	,202305181001	,600696.SH	,岩石股份,股票,上交所,卖出,6880533328620002300	,202360790811380713	,VWAP	,kf_vwap_plus	,全部成交,400,400,9916.00,24.790,0.00,10.70,09:30:00	,10:30:00	,3,1,0.07168472,正常,24.7591090757,24.7518938205,15.37,15.24
20230607	,jltest2	,202305181001	,600997.SH	,开滦股份,股票,上交所,卖出,6880533328620002500	,202360790811380814	,VWAP	,kf_vwap_plus	,全部成交,5200,5200,30874.00,5.937,0.00,33.30,09:30:00	,10:30:00	,4,0,0.32491877,正常,5.9344374999,5.9353855286,3.24,10.00
20230607	,jltest2	,202305181001	,601963.SH	,重庆银行,股票,上交所,卖出,6880533328620002700	,202360790811381215	,VWAP	,kf_vwap_plus	,全部成交,800,800,6776.00,8.470,0.00,7.31,09:30:00	,10:30:00	,1,0,0.01461035,正常,8.4430958333,8.4397741239,35.69,24.18
20230607	,jltest2	,202305181001	,603718.SH	,海利生物,股票,上交所,卖出,6880533328620002900	,202360790811381317	,VWAP	,kf_vwap_plus	,全部成交,2300,2300,21902.00,9.523,0.00,23.63,09:30:00	,10:30:00	,3,0,0.18939550,正常,9.5315708333,9.5152866871,7.69,16.84
20230607	,jltest2	,202305181001	,603588.SH	,高能环境,股票,上交所,卖出,6880533328620003100	,202360790811381316	,VWAP	,kf_vwap_plus	,全部成交,3500,3500,31848.00,9.099,0.00,34.35,09:30:00	,10:30:00	,3,0,0.19935284,正常,9.0751583333,9.0867532313,13.93,44.36
20230607	,jltest2	,202305181001	,603916.SH	,苏博特,股票,上交所,卖出,6880533328620003300	,202360790811381519	,VWAP	,kf_vwap_plus	,全部成交,700,700,9469.00,13.527,0.00,10.21,09:30:00	,10:30:00	,4,2,0.09148653,正常,13.5822041666,13.5882831900,-45.20,-42.80
20230607	,jltest2	,202305181001	,603733.SH	,仙鹤股份,股票,上交所,卖出,6880533328620003500	,202360790811381418	,VWAP	,kf_vwap_plus	,全部成交,200,200,4258.00,21.290,0.00,4.59,09:30:00	,10:30:00	,1,0,0.03137747,正常,21.3169275603,21.3083401317,-8.61,-3.67
20230607	,jltest2	,202305181001	,603960.SH	,克来机电,股票,上交所,卖出,6880533328620003700	,202360790811381620	,VWAP	,kf_vwap_plus	,全部成交,600,600,10028.00,16.713,0.00,10.82,09:30:00	,10:30:00	,2,0,0.07084662,正常,16.6777791666,16.6870456960,15.73,15.77
20230607	,jltest2	,202305181001	,688148.SH	,芳源股份,股票,上交所,卖出,6880533328620003900	,202360790811381721	,VWAP	,kf_vwap_plus	,全部成交,781,781,8740.91,11.192,0.00,9.43,09:30:00	,10:30:00	,4,2,0.05472951,正常,11.1588522537,11.1536175437,34.25,29.93
20230607	,jltest2	,202305181001	,000582.SZ	,北部湾港,股票,深交所,买入,6880533328620004100	,202360790811383124	,VWAP	,kf_vwap_plus	,全部成交,2900,2900,22581.00,7.787,0.00,1.78,09:30:00	,10:30:00	,2,0,0.09638663,正常,7.8117318900,7.8104074960,30.64,69.18
