Date,ClientName,Side,TaskAmt,FilledAmt,PnL2TWAP(BPS),PnL2VWAP(BPS),PnL2Benchmark(BPS),PnL2TWAP(YUAN),PnL2VWAP(YUAN),PnL2Benchmark(YUAN),Fee,OtherFee
2022-06-14,ruiyan1,B,256920.91,256920.91,-3.248369313342639,-4.112518517858441,-3.248369313342639,-83.4574000000066,-105.65920000000419,-83.4574000000066,-38.53815,-22.788893
2022-06-14,ruiyan1,S,255868.79,255868.79,2.239925393011122,-0.883069795264755,2.239925393011122,57.31270000000302,-22.59499999999406,57.31270000000302,-38.38035,-278.564582
2022-06-14,ruiding2,B,415116.31,415116.31,-3.344662607932805,-4.580829406582473,-3.344662607932805,-138.84240000000426,-190.1577000000006,-138.84240000000426,-62.2674,-36.820789
2022-06-14,ruiding2,S,403856.63,403856.63,-1.141682383671666,-4.235921544732257,-1.141682383671666,-46.10760000000061,-171.07049999999637,-46.10760000000061,-60.5784,-439.678032
2022-06-14,ruifeng6,B,1316531.53,1316531.53,-4.295338069115656,-5.357069572044337,-4.295338069115656,-565.494800000008,-705.2750999999977,-565.494800000008,-197.479806,-116.776391
2022-06-14,ruifeng6,S,1320698.37,1320698.37,1.307580927808865,-2.007263021002734,1.307580927808865,172.69200000002553,-265.0988999999587,172.69200000002553,-198.1047,-1437.843915
2022-06-14,ruizeng8,B,502407.2,502407.2,-1.044330176796648,-2.160042690470747,-1.044330176796648,-52.46789999999088,-108.52209999998747,-52.46789999999088,-75.36105,-44.563501
2022-06-14,ruizeng8,S,503275.86,503275.86,0.09481479997864,-3.295198780247411,0.09481479997864,4.771799999997818,-165.83939999999666,4.771799999997818,-75.491394,-547.916539
