算法子单编号,算法母单编号,交易日期,市场类别,资金账户名称,算法类型,算法实例,算法供应商,证券代码,委托类型,买卖方向,委托价格,委托数量,委托时间,成交价格,成交数量,委托时间,委托状态,手续费
1030835234614000006,20838434516000018,2022-06-14,2,ruizeng8,1,103,多策略,600711,1,1,7.96,100,2022-06-1493654153,7.96,100,2022-06-1493654153,0,0.070605
1030835234617000000,20838434514000048,2022-06-14,1,ruifeng6,1,103,多策略,300369,1,1,10.31,4800,2022-06-1493657143,10.31,4800,2022-06-1493657143,0,4.389586
1030835234633000000,20838434514000045,2022-06-14,1,ruiyan1,1,103,多策略,000063,1,2,24.51,500,2022-06-1493713134,24.51,500,2022-06-1493713134,0,13.342019
1030835234633000001,20838434514000047,2022-06-14,1,ruizeng8,1,103,多策略,000063,1,2,24.51,800,2022-06-1493713134,24.51,800,2022-06-1493713134,0,21.34723
1030835234633000002,20838434514000049,2022-06-14,1,ruifeng6,1,103,多策略,000063,1,2,24.51,2000,2022-06-1493713134,24.51,2000,2022-06-1493713134,0,53.368074
1030835234633000003,20838434514000050,2022-06-14,1,ruiding2,1,103,多策略,000063,1,2,24.51,600,2022-06-1493713134,24.51,600,2022-06-1493713134,0,16.010422
1030835234634000003,20838434515000048,2022-06-14,1,ruiyan1,1,103,多策略,002056,1,2,24.5,300,2022-06-1493714138,24.5,300,2022-06-1493714138,0,8.001945
1030835234634000004,20838434515000061,2022-06-14,1,ruiding2,1,103,多策略,002056,1,2,24.5,400,2022-06-1493714138,24.5,400,2022-06-1493714138,0,10.66926
1030835234634000005,20838434514000054,2022-06-14,1,ruifeng6,1,103,多策略,002110,1,2,6.23,7800,2022-06-1493714139,6.23,7800,2022-06-1493714139,0,52.904288
1030835234634000006,20838434514000056,2022-06-14,1,ruizeng8,1,103,多策略,002110,1,2,6.23,3000,2022-06-1493714139,6.23,3000,2022-06-1493714139,0,20.347803
1030835234635000000,20838434514000053,2022-06-14,1,ruiyan1,1,103,多策略,002110,1,2,6.23,1500,2022-06-1493715138,6.23,1500,2022-06-1493715138,0,10.173902
1030835234635000001,20838434514000055,2022-06-14,1,ruiding2,1,103,多策略,002110,1,2,6.23,2400,2022-06-1493715139,6.23,2400,2022-06-1493715139,0,16.278242
1030835234652000000,20838434515000049,2022-06-14,1,ruifeng6,1,103,多策略,000878,1,2,11.64,4200,2022-06-1493732140,11.64,4200,2022-06-1493732140,0,53.224366
1030835234653000003,20838434515000036,2022-06-14,1,ruiding2,1,103,多策略,000878,1,2,11.64,1400,2022-06-1493733140,11.64,1400,2022-06-1493733140,0,17.741455
1030835234653000004,20838434515000039,2022-06-14,1,ruizeng8,1,103,多策略,000878,1,2,11.64,1700,2022-06-1493733140,11.64,1700,2022-06-1493733140,0,21.543196
1030835234653000005,20838434515000044,2022-06-14,1,ruiyan1,1,103,多策略,000878,1,2,11.64,900,2022-06-1493733140,11.64,900,2022-06-1493733140,0,11.405221
1030835234658000003,20838434514000021,2022-06-14,1,ruiyan1,1,103,多策略,002405,1,2,14.08,700,2022-06-1493738143,14.08,700,2022-06-1493738143,0,10.730227
1030835234658000004,20838434514000024,2022-06-14,1,ruifeng6,1,103,多策略,002405,1,2,14.08,2700,2022-06-1493738143,14.08,2700,2022-06-1493738143,0,41.388019
1030835234658000005,20838434514000027,2022-06-14,1,ruiding2,1,103,多策略,002405,1,2,14.08,900,2022-06-1493738143,14.08,900,2022-06-1493738143,0,13.796006
1030835234658000006,20838434514000029,2022-06-14,1,ruizeng8,1,103,多策略,002405,1,2,14.08,1100,2022-06-1493738143,14.08,1100,2022-06-1493738143,0,16.861786
1030835234661000001,20838434514000029,2022-06-14,1,ruizeng8,1,103,多策略,002405,1,2,14.07,300,2022-06-1493741144,14.07,300,2022-06-1493741144,0,4.595403
1030835234661000002,20838434514000034,2022-06-14,2,ruifeng6,1,103,多策略,600521,1,1,19.93,2000,2022-06-1493741159,19.93,2000,2022-06-1493741159,0,3.535582
1030835234665000011,20838434203000079,2022-06-14,2,ruiyan1,1,103,多策略,603919,1,1,32.72,300,2022-06-1493745511,32.72,300,2022-06-1493745511,0,0.870679
1030835234665000012,20838434203000168,2022-06-14,2,ruifeng6,1,103,多策略,603919,1,1,32.72,1500,2022-06-1493745511,32.72,1500,2022-06-1493745511,0,4.353396
1030835234665000013,20838434204000052,2022-06-14,2,ruiding2,1,103,多策略,603919,1,1,32.72,500,2022-06-1493745511,32.72,500,2022-06-1493745511,0,1.451132
1030835234665000014,20838434205000015,2022-06-14,2,ruizeng8,1,103,多策略,603919,1,1,32.72,600,2022-06-1493745511,32.72,600,2022-06-1493745511,0,1.741358
1030835234672000010,20838434514000031,2022-06-14,2,ruiyan1,1,103,多策略,600521,1,1,19.92,500,2022-06-1493752162,19.92,500,2022-06-1493752162,0,0.883452
1030835234672000011,20838434514000032,2022-06-14,2,ruiding2,1,103,多策略,600521,1,1,19.92,800,2022-06-1493752162,19.92,800,2022-06-1493752162,0,1.413523
1030835234672000012,20838434514000037,2022-06-14,2,ruizeng8,1,103,多策略,600521,1,1,19.92,1000,2022-06-1493752162,19.914,1000,2022-06-1493752162,0,1.766372
1030835234674000005,20838434516000002,2022-06-14,2,ruiyan1,1,103,多策略,601021,1,1,45.3,100,2022-06-1493754162,0.0,0,2022-06-1493754162,0,0.0
1030835234683000003,20838434203000079,2022-06-14,2,ruiyan1,1,103,多策略,603919,1,1,32.79,200,2022-06-1493803529,32.79,200,2022-06-1493803529,0,0.581695
1030835234683000004,20838434203000168,2022-06-14,2,ruifeng6,1,103,多策略,603919,1,1,32.79,1100,2022-06-1493803529,32.79,1100,2022-06-1493803529,0,3.19932
1030835234683000005,20838434204000052,2022-06-14,2,ruiding2,1,103,多策略,603919,1,1,32.79,300,2022-06-1493803529,32.79,300,2022-06-1493803529,0,0.872542
1030835234683000006,20838434205000015,2022-06-14,2,ruizeng8,1,103,多策略,603919,1,1,32.79,400,2022-06-1493803529,32.79,400,2022-06-1493803529,0,1.163389
1030835234687000006,20838434515000040,2022-06-14,2,ruizeng8,1,103,多策略,600998,1,1,11.66,100,2022-06-1493807171,11.66,100,2022-06-1493807171,0,0.103424
1030835234687000007,20838434515000045,2022-06-14,2,ruiyan1,1,103,多策略,600998,1,1,11.66,100,2022-06-1493807171,11.66,100,2022-06-1493807171,0,0.103424
1030835234687000008,20838434515000050,2022-06-14,2,ruifeng6,1,103,多策略,600998,1,1,11.66,200,2022-06-1493807171,11.66,200,2022-06-1493807171,0,0.206848
1030835234687000009,20838434515000058,2022-06-14,2,ruiding2,1,103,多策略,600998,1,1,11.66,100,2022-06-1493807171,11.66,100,2022-06-1493807171,0,0.103424
1030835234688000002,20838434516000027,2022-06-14,1,ruiyan1,1,103,多策略,002032,1,1,53.52,200,2022-06-1493808145,53.52,200,2022-06-1493808145,0,0.949445
1030835234688000003,20838434516000031,2022-06-14,1,ruiding2,1,103,多策略,002032,1,1,53.52,300,2022-06-1493808145,53.52,300,2022-06-1493808145,0,1.424167
1030835234688000004,20838434516000034,2022-06-14,1,ruizeng8,1,103,多策略,002032,1,1,53.52,200,2022-06-1493808145,53.52,200,2022-06-1493808145,0,0.949445
1030835234688000005,20838434514000058,2022-06-14,2,ruifeng6,1,103,多策略,601225,1,1,21.35,100,2022-06-1493808178,21.35,100,2022-06-1493808178,0,0.189375
1030835234688000006,20838434515000000,2022-06-14,2,ruizeng8,1,103,多策略,601225,1,1,21.35,100,2022-06-1493808178,21.35,100,2022-06-1493808178,0,0.189375
1030835234690000004,20838434203000044,2022-06-14,1,ruiyan1,1,103,多策略,300226,1,2,21.99,200,2022-06-1493810833,21.99,200,2022-06-1493810833,0,4.788103
1030835234690000005,20838434204000012,2022-06-14,1,ruiding2,1,103,多策略,300226,1,2,21.99,300,2022-06-1493810833,21.99,300,2022-06-1493810833,0,7.182154
1030835234690000006,20838434205000003,2022-06-14,1,ruizeng8,1,103,多策略,300226,1,2,21.99,400,2022-06-1493810833,21.99,400,2022-06-1493810833,0,9.576205
1030835234693000002,20838434516000008,2022-06-14,2,ruifeng6,1,103,多策略,600256,1,1,11.57,100,2022-06-1493813165,0.0,0,2022-06-1493813165,0,0.0
1030835234693000003,20838434516000010,2022-06-14,2,ruiding2,1,103,多策略,600256,1,1,11.57,100,2022-06-1493813165,0.0,0,2022-06-1493813165,0,0.0
1030835234693000004,20838434203000044,2022-06-14,1,ruiyan1,1,103,多策略,300226,1,2,21.99,100,2022-06-1493813835,0.0,0,2022-06-1493813835,0,0.0
1030835234693000005,20838434204000012,2022-06-14,1,ruiding2,1,103,多策略,300226,1,2,21.99,200,2022-06-1493813835,0.0,0,2022-06-1493813835,0,0.0
1030835234693000006,20838434205000003,2022-06-14,1,ruizeng8,1,103,多策略,300226,1,2,21.99,200,2022-06-1493813835,0.0,0,2022-06-1493813835,0,0.0
1030835234695000001,20838434514000024,2022-06-14,1,ruifeng6,1,103,多策略,002405,1,2,14.09,800,2022-06-1493815146,0.0,0,2022-06-1493815146,0,0.0
1030835234696000000,20838434516000025,2022-06-14,1,ruifeng6,1,103,多策略,002123,1,2,9.89,5000,2022-06-1493816149,9.89,5000,2022-06-1493816149,0,53.836215
1030835234696000001,20838434516000028,2022-06-14,1,ruiding2,1,103,多策略,002123,1,2,9.89,1600,2022-06-1493816149,9.89,1600,2022-06-1493816149,0,17.227589
1030835234696000002,20838434516000029,2022-06-14,1,ruizeng8,1,103,多策略,002123,1,2,9.89,1900,2022-06-1493816149,9.89,1900,2022-06-1493816149,0,20.457762
1030835234696000009,20838434203000044,2022-06-14,1,ruiyan1,1,103,多策略,300226,1,2,21.96,400,2022-06-1493816838,21.96,400,2022-06-1493816838,0,9.563141
1030835234696000010,20838434204000012,2022-06-14,1,ruiding2,1,103,多策略,300226,1,2,21.96,600,2022-06-1493816838,21.96,600,2022-06-1493816838,0,14.344711
1030835234696000011,20838434205000003,2022-06-14,1,ruizeng8,1,103,多策略,300226,1,2,21.96,800,2022-06-1493816838,21.96,800,2022-06-1493816838,0,19.126282
1030835234697000003,20838434516000026,2022-06-14,1,ruiyan1,1,103,多策略,002123,1,2,9.89,1000,2022-06-1493817149,9.89,1000,2022-06-1493817149,0,10.767243
1030835234699000001,20838434515000056,2022-06-14,1,ruifeng6,1,103,多策略,002276,1,2,7.51,400,2022-06-1493819150,7.51,400,2022-06-1493819150,0,3.270455
1030835234699000002,20838434515000063,2022-06-14,1,ruiding2,1,103,多策略,002276,1,2,7.51,200,2022-06-1493819150,7.51,200,2022-06-1493819150,0,1.635227
1030835234699000003,20838434515000066,2022-06-14,1,ruizeng8,1,103,多策略,002276,1,2,7.51,100,2022-06-1493819150,7.51,100,2022-06-1493819150,0,0.817614
1030835234701000003,20838434515000001,2022-06-14,2,ruiyan1,1,103,多策略,601607,1,2,17.72,600,2022-06-1493821168,0.0,0,2022-06-1493821168,0,0.0
1030835234701000004,20838434515000003,2022-06-14,2,ruiding2,1,103,多策略,601607,1,2,17.72,900,2022-06-1493821168,0.0,0,2022-06-1493821168,0,0.0
1030835234701000005,20838434515000006,2022-06-14,2,ruifeng6,1,103,多策略,601607,1,2,17.72,2800,2022-06-1493821168,0.0,0,2022-06-1493821168,0,0.0
1030835234701000006,20838434515000007,2022-06-14,2,ruizeng8,1,103,多策略,601607,1,2,17.72,1100,2022-06-1493821168,0.0,0,2022-06-1493821168,0,0.0
1030835234707000000,20838434516000008,2022-06-14,2,ruifeng6,1,103,多策略,600256,1,1,11.59,100,2022-06-1493827162,11.59,100,2022-06-1493827162,0,0.102803
1030835234707000001,20838434516000010,2022-06-14,2,ruiding2,1,103,多策略,600256,1,1,11.59,100,2022-06-1493827162,11.59,100,2022-06-1493827162,0,0.102803
1030835234713000000,20838434515000017,2022-06-14,2,ruifeng6,1,103,多策略,600459,1,1,18.18,100,2022-06-1493833164,18.18,100,2022-06-1493833164,0,0.161257
1030835234716000003,20838434515000091,2022-06-14,2,ruiyan1,1,103,多策略,600499,1,1,16.8,100,2022-06-1493836163,16.79,100,2022-06-1493836163,0,0.148927
1030835234716000004,20838434515000093,2022-06-14,2,ruifeng6,1,103,多策略,600499,1,1,16.8,100,2022-06-1493836163,16.79,100,2022-06-1493836163,0,0.148927
1030835234718000001,20838434515000074,2022-06-14,1,ruifeng6,1,103,多策略,000830,1,1,19.65,1000,2022-06-1493838145,19.65,1000,2022-06-1493838145,0,1.742955
1030835234718000002,20838434515000080,2022-06-14,1,ruizeng8,1,103,多策略,000830,1,1,19.65,400,2022-06-1493838145,19.65,400,2022-06-1493838145,0,0.697182
1030835234729000003,20838434515000001,2022-06-14,2,ruiyan1,1,103,多策略,601607,1,2,17.71,600,2022-06-1493849172,17.71,600,2022-06-1493849172,0,11.568526
1030835234729000004,20838434515000003,2022-06-14,2,ruiding2,1,103,多策略,601607,1,2,17.71,900,2022-06-1493849172,17.71,900,2022-06-1493849172,0,17.352789
1030835234729000005,20838434515000006,2022-06-14,2,ruifeng6,1,103,多策略,601607,1,2,17.71,2800,2022-06-1493849172,17.71,2800,2022-06-1493849172,0,53.986456
1030835234729000006,20838434515000007,2022-06-14,2,ruizeng8,1,103,多策略,601607,1,2,17.71,1100,2022-06-1493849173,17.71,1100,2022-06-1493849173,0,21.208965
1030835234730000000,20838434515000030,2022-06-14,1,ruifeng6,1,103,多策略,002841,1,2,74.59,700,2022-06-1493850154,0.0,0,2022-06-1493850154,0,0.0
1030835234730000001,20838434515000032,2022-06-14,1,ruiyan1,1,103,多策略,002841,1,2,74.59,200,2022-06-1493850154,0.0,0,2022-06-1493850154,0,0.0
1030835234730000002,20838434515000034,2022-06-14,1,ruiding2,1,103,多策略,002841,1,2,74.59,200,2022-06-1493850154,0.0,0,2022-06-1493850154,0,0.0
1030835234730000003,20838434515000037,2022-06-14,1,ruizeng8,1,103,多策略,002841,1,2,74.59,300,2022-06-1493850154,0.0,0,2022-06-1493850154,0,0.0
1030835234738000001,20838434515000021,2022-06-14,2,ruiding2,1,103,多策略,600132,1,2,121.8,200,2022-06-1493858170,121.8,200,2022-06-1493858170,0,26.520732
1030835234738000002,20838434515000022,2022-06-14,2,ruiyan1,1,103,多策略,600132,1,2,121.79,100,2022-06-1493858170,121.79,100,2022-06-1493858170,0,13.259277
1030835234738000003,20838434515000024,2022-06-14,2,ruifeng6,1,103,多策略,600132,1,2,121.8,500,2022-06-1493858170,121.8,500,2022-06-1493858170,0,66.30183
1030835234738000004,20838434515000027,2022-06-14,2,ruizeng8,1,103,多策略,600132,1,2,121.8,200,2022-06-1493858170,121.8,200,2022-06-1493858170,0,26.520732
1030835234742000002,20838434514000019,2022-06-14,2,ruizeng8,1,103,多策略,600184,1,2,13.17,1400,2022-06-1493902166,13.17,1400,2022-06-1493902166,0,20.073451
1030835234744000001,20838434515000030,2022-06-14,1,ruifeng6,1,103,多策略,002841,1,2,74.52,700,2022-06-1493904154,74.52,700,2022-06-1493904154,0,56.790947
1030835234744000002,20838434515000032,2022-06-14,1,ruiyan1,1,103,多策略,002841,1,2,74.52,200,2022-06-1493904154,74.52,200,2022-06-1493904154,0,16.225985
1030835234744000003,20838434515000034,2022-06-14,1,ruiding2,1,103,多策略,002841,1,2,74.52,200,2022-06-1493904154,74.52,200,2022-06-1493904154,0,16.225985
1030835234744000004,20838434515000037,2022-06-14,1,ruizeng8,1,103,多策略,002841,1,2,74.52,300,2022-06-1493904154,74.52,300,2022-06-1493904154,0,24.338977
1030835234745000000,20838434515000041,2022-06-14,1,ruizeng8,1,103,多策略,000921,1,2,11.16,1700,2022-06-1493905148,11.16,1700,2022-06-1493905148,0,20.654816
1030835234745000001,20838434515000046,2022-06-14,1,ruiyan1,1,103,多策略,000921,1,2,11.16,900,2022-06-1493905148,11.16,900,2022-06-1493905148,0,10.934903
1030835234745000002,20838434515000051,2022-06-14,1,ruifeng6,1,103,多策略,000921,1,2,11.16,4400,2022-06-1493905148,11.16,4400,2022-06-1493905148,0,53.459525
1030835234745000003,20838434515000059,2022-06-14,1,ruiding2,1,103,多策略,000921,1,2,11.16,1400,2022-06-1493905148,11.16,1400,2022-06-1493905148,0,17.009849
1030835234752000000,20838434515000013,2022-06-14,1,ruiding2,1,103,多策略,002195,1,2,2.23,100,2022-06-1493912152,2.23,100,2022-06-1493912152,0,0.24278
1030835234752000001,20838434515000020,2022-06-14,1,ruifeng6,1,103,多策略,002195,1,2,2.23,100,2022-06-1493912152,2.23,100,2022-06-1493912152,0,0.24278
1030835234754000000,20838434516000015,2022-06-14,2,ruiding2,1,103,多策略,600176,1,1,16.42,100,2022-06-1493914168,16.42,100,2022-06-1493914168,0,0.145645
1030835234756000004,20838434514000057,2022-06-14,2,ruifeng6,1,103,多策略,600383,1,1,11.52,100,2022-06-1493916170,11.52,100,2022-06-1493916170,0,0.102182
1030835234756000005,20838434514000059,2022-06-14,2,ruiding2,1,103,多策略,600383,1,1,11.52,100,2022-06-1493916170,11.52,100,2022-06-1493916170,0,0.102182
1030835234756000006,20838434514000060,2022-06-14,2,ruizeng8,1,103,多策略,600383,1,1,11.52,100,2022-06-1493916170,11.52,100,2022-06-1493916170,0,0.102182
1030835234757000003,20838434516000002,2022-06-14,2,ruiyan1,1,103,多策略,601021,1,1,45.38,100,2022-06-1493917171,45.38,100,2022-06-1493917171,0,0.402521
1030835234763000002,20838434514000052,2022-06-14,1,ruizeng8,1,103,多策略,002389,1,1,17.59,100,2022-06-1493923155,17.58,100,2022-06-1493923155,0,0.155935
1030835234771000000,20838434514000022,2022-06-14,1,ruiyan1,1,103,多策略,002311,1,2,60.58,200,2022-06-1493931153,60.58,200,2022-06-1493931153,0,13.190689
1030835234771000001,20838434514000025,2022-06-14,1,ruifeng6,1,103,多策略,002311,1,2,60.58,300,2022-06-1493931153,60.58,300,2022-06-1493931153,0,19.786034
1030835234771000002,20838434514000028,2022-06-14,1,ruiding2,1,103,多策略,002311,1,2,60.58,100,2022-06-1493931153,60.58,100,2022-06-1493931153,0,6.595345
1030835234771000003,20838434514000030,2022-06-14,1,ruizeng8,1,103,多策略,002311,1,2,60.58,100,2022-06-1493931153,60.58,100,2022-06-1493931153,0,6.595345
1030835234771000006,20838434203000044,2022-06-14,1,ruiyan1,1,103,多策略,300226,1,2,21.97,100,2022-06-1493931682,21.97,100,2022-06-1493931682,0,2.391874
1030835234771000007,20838434204000012,2022-06-14,1,ruiding2,1,103,多策略,300226,1,2,21.97,200,2022-06-1493931682,21.97,200,2022-06-1493931682,0,4.783748
1030835234771000008,20838434205000003,2022-06-14,1,ruizeng8,1,103,多策略,300226,1,2,21.97,200,2022-06-1493931682,21.97,200,2022-06-1493931682,0,4.783748
1030835234776000000,20838434516000020,2022-06-14,1,ruizeng8,1,103,多策略,000657,1,2,16.59,200,2022-06-1493936148,16.59,200,2022-06-1493936148,0,3.612307
1030835234776000001,20838434516000021,2022-06-14,1,ruiyan1,1,103,多策略,000657,1,2,16.59,100,2022-06-1493936148,16.59,100,2022-06-1493936148,0,1.806153
1030835234776000002,20838434516000022,2022-06-14,1,ruifeng6,1,103,多策略,000657,1,2,16.59,400,2022-06-1493936149,16.59,400,2022-06-1493936149,0,7.224613
1030835234776000003,20838434516000023,2022-06-14,1,ruiding2,1,103,多策略,000657,1,2,16.59,200,2022-06-1493936149,16.59,200,2022-06-1493936149,0,3.612307
1030835234779000003,20838434515000002,2022-06-14,2,ruiding2,1,103,多策略,600075,1,2,6.98,100,2022-06-1493939176,6.98,100,2022-06-1493939176,0,0.759913
1030835234779000004,20838434515000005,2022-06-14,2,ruifeng6,1,103,多策略,600075,1,2,6.98,100,2022-06-1493939176,6.98,100,2022-06-1493939176,0,0.759913
1030835234779000010,20838434203000079,2022-06-14,2,ruiyan1,1,103,多策略,603919,1,2,32.7,200,2022-06-1493939490,32.7,200,2022-06-1493939490,0,7.120098
1030835234779000011,20838434203000168,2022-06-14,2,ruifeng6,1,103,多策略,603919,1,2,32.7,1100,2022-06-1493939490,32.7,1100,2022-06-1493939490,0,39.160539
1030835234779000012,20838434204000052,2022-06-14,2,ruiding2,1,103,多策略,603919,1,2,32.7,400,2022-06-1493939490,32.7,400,2022-06-1493939490,0,14.240196
1030835234779000013,20838434205000015,2022-06-14,2,ruizeng8,1,103,多策略,603919,1,2,32.7,400,2022-06-1493939490,32.7,400,2022-06-1493939490,0,14.240196
1030835234780000000,20838434514000024,2022-06-14,1,ruifeng6,1,103,多策略,002405,1,2,14.02,800,2022-06-1493940155,14.02,800,2022-06-1493940155,0,12.210859
1030835234782000004,20838434203000079,2022-06-14,2,ruiyan1,1,103,多策略,603919,1,2,32.71,100,2022-06-1493942193,32.71,100,2022-06-1493942193,0,3.561138
1030835234782000005,20838434203000168,2022-06-14,2,ruifeng6,1,103,多策略,603919,1,2,32.71,200,2022-06-1493942193,32.71,200,2022-06-1493942193,0,7.122275
1030835234782000006,20838434204000052,2022-06-14,2,ruiding2,1,103,多策略,603919,1,2,32.71,100,2022-06-1493942193,32.71,100,2022-06-1493942193,0,3.561138
1030835234782000007,20838434205000015,2022-06-14,2,ruizeng8,1,103,多策略,603919,1,2,32.71,100,2022-06-1493942193,32.71,100,2022-06-1493942193,0,3.561138
1030835234792000000,20838434514000043,2022-06-14,1,ruiding2,1,103,多策略,300369,1,1,10.26,1500,2022-06-1493952162,10.26,1500,2022-06-1493952162,0,1.365093
1030835234792000001,20838434514000044,2022-06-14,1,ruiyan1,1,103,多策略,300369,1,1,10.26,900,2022-06-1493952162,10.26,900,2022-06-1493952162,0,0.819056
1030835234792000002,20838434514000046,2022-06-14,1,ruizeng8,1,103,多策略,300369,1,1,10.26,1800,2022-06-1493952162,10.26,1800,2022-06-1493952162,0,1.638112
1030835234801000005,20838434514000027,2022-06-14,1,ruiding2,1,103,多策略,002405,1,2,14.01,200,2022-06-1494001162,14.01,200,2022-06-1494001162,0,3.050537
1030835234805000015,20838434514000039,2022-06-14,2,ruizeng8,1,103,多策略,603308,1,1,14.81,100,2022-06-1494005189,14.8,100,2022-06-1494005189,0,0.131276
1030835234808000000,20838434516000020,2022-06-14,1,ruizeng8,1,103,多策略,000657,1,2,16.52,800,2022-06-1494008160,16.5225,800,2022-06-1494008160,0,14.390437
1030835234808000001,20838434516000021,2022-06-14,1,ruiyan1,1,103,多策略,000657,1,2,16.52,500,2022-06-1494008160,16.52,500,2022-06-1494008160,0,8.992662
1030835234808000002,20838434516000022,2022-06-14,1,ruifeng6,1,103,多策略,000657,1,2,16.52,2200,2022-06-1494008160,16.52,2200,2022-06-1494008160,0,39.567713
1030835234808000003,20838434516000023,2022-06-14,1,ruiding2,1,103,多策略,000657,1,2,16.52,800,2022-06-1494008160,16.52,800,2022-06-1494008160,0,14.388259
1030835234811000026,20838434514000051,2022-06-14,2,ruifeng6,1,103,多策略,601808,1,2,15.64,100,2022-06-1494011204,15.64,100,2022-06-1494011204,0,1.702727
1030835234812000010,20838434515000023,2022-06-14,2,ruiyan1,1,103,多策略,600879,1,2,6.39,1500,2022-06-1494012190,6.39,1500,2022-06-1494012190,0,10.435189
1030835234812000011,20838434515000025,2022-06-14,2,ruifeng6,1,103,多策略,600879,1,2,6.39,7500,2022-06-1494012190,6.39,7500,2022-06-1494012190,0,52.175947
1030835234812000012,20838434515000026,2022-06-14,2,ruiding2,1,103,多策略,600879,1,2,6.39,2400,2022-06-1494012190,6.39,2400,2022-06-1494012190,0,16.696303
1030835234812000013,20838434515000028,2022-06-14,2,ruizeng8,1,103,多策略,600879,1,2,6.39,2900,2022-06-1494012190,6.39,2900,2022-06-1494012190,0,20.1747
1030835234814000019,20838434514000015,2022-06-14,2,ruifeng6,1,103,多策略,600184,1,2,13.17,1100,2022-06-1494014184,13.17,1100,2022-06-1494014184,0,15.771997
1030835234817000000,20838434514000047,2022-06-14,1,ruizeng8,1,103,多策略,000063,1,2,24.47,500,2022-06-1494017155,24.47,500,2022-06-1494017155,0,13.320245
1030835234817000001,20838434514000049,2022-06-14,1,ruifeng6,1,103,多策略,000063,1,2,24.47,1300,2022-06-1494017155,24.47,1300,2022-06-1494017155,0,34.632636
1030835234817000002,20838434514000050,2022-06-14,1,ruiding2,1,103,多策略,000063,1,2,24.47,400,2022-06-1494017155,24.47,400,2022-06-1494017155,0,10.656196
1030835234817000007,20838434514000024,2022-06-14,1,ruifeng6,1,103,多策略,002405,1,2,14.0,2300,2022-06-1494017165,14.01,2300,2022-06-1494017165,0,35.08118
1030835234817000008,20838434514000013,2022-06-14,1,ruiyan1,1,103,多策略,002506,1,2,3.27,1900,2022-06-1494017166,3.27,1900,2022-06-1494017166,0,6.764093
1030835234817000009,20838434514000016,2022-06-14,1,ruifeng6,1,103,多策略,002506,1,2,3.27,9700,2022-06-1494017166,3.27,9700,2022-06-1494017166,0,34.532475
1030835234817000010,20838434514000018,2022-06-14,1,ruiding2,1,103,多策略,002506,1,2,3.27,3000,2022-06-1494017166,3.27,3000,2022-06-1494017166,0,10.680147
1030835234817000011,20838434514000020,2022-06-14,1,ruizeng8,1,103,多策略,002506,1,2,3.27,3600,2022-06-1494017166,3.27,3600,2022-06-1494017166,0,12.816176
1030835234818000003,20838434514000021,2022-06-14,1,ruiyan1,1,103,多策略,002405,1,2,14.0,400,2022-06-1494018163,14.01,400,2022-06-1494018163,0,6.101075
1030835234818000004,20838434514000027,2022-06-14,1,ruiding2,1,103,多策略,002405,1,2,14.0,700,2022-06-1494018164,14.01,700,2022-06-1494018164,0,10.676881
1030835234818000005,20838434514000029,2022-06-14,1,ruizeng8,1,103,多策略,002405,1,2,14.0,800,2022-06-1494018164,14.01,800,2022-06-1494018164,0,12.20215
1030835234818000009,20838434515000031,2022-06-14,2,ruifeng6,1,103,多策略,601003,1,1,4.27,1400,2022-06-1494018188,4.27,1400,2022-06-1494018188,0,0.530249
1030835234818000010,20838434515000033,2022-06-14,2,ruiyan1,1,103,多策略,601003,1,1,4.27,300,2022-06-1494018188,4.27,300,2022-06-1494018188,0,0.113625
1030835234818000011,20838434515000035,2022-06-14,2,ruiding2,1,103,多策略,601003,1,1,4.27,500,2022-06-1494018189,4.27,500,2022-06-1494018189,0,0.189375
1030835234818000012,20838434515000038,2022-06-14,2,ruizeng8,1,103,多策略,601003,1,1,4.27,500,2022-06-1494018189,4.27,500,2022-06-1494018189,0,0.189375
1030835234820000001,20838434515000042,2022-06-14,1,ruizeng8,1,103,多策略,002233,1,1,8.65,3600,2022-06-1494020163,8.65,3600,2022-06-1494020163,0,2.762118
1030835234820000002,20838434515000047,2022-06-14,1,ruiyan1,1,103,多策略,002233,1,1,8.65,1900,2022-06-1494020164,8.65,1900,2022-06-1494020164,0,1.457785
1030835234820000003,20838434515000060,2022-06-14,1,ruiding2,1,103,多策略,002233,1,1,8.65,2900,2022-06-1494020164,8.65,2900,2022-06-1494020164,0,2.22504
1030835234820000004,20838434514000025,2022-06-14,1,ruifeng6,1,103,多策略,002311,1,2,60.53,1100,2022-06-1494020164,60.53,1100,2022-06-1494020164,0,72.488912
1030835234820000005,20838434514000030,2022-06-14,1,ruizeng8,1,103,多策略,002311,1,2,60.53,400,2022-06-1494020164,60.53,400,2022-06-1494020164,0,26.359604
1030835234821000007,20838434515000031,2022-06-14,2,ruifeng6,1,103,多策略,601003,1,1,4.27,500,2022-06-1494021192,4.27,500,2022-06-1494021192,0,0.189375
1030835234821000008,20838434515000033,2022-06-14,2,ruiyan1,1,103,多策略,601003,1,1,4.27,100,2022-06-1494021192,4.27,100,2022-06-1494021192,0,0.037875
1030835234821000009,20838434515000035,2022-06-14,2,ruiding2,1,103,多策略,601003,1,1,4.27,200,2022-06-1494021192,4.27,200,2022-06-1494021192,0,0.07575
1030835234821000010,20838434515000038,2022-06-14,2,ruizeng8,1,103,多策略,601003,1,1,4.27,200,2022-06-1494021192,4.27,200,2022-06-1494021192,0,0.07575
