算法母单编号,交易日期,资金账户名称,算法类型,算法实例,算法供应商,任务数,证券代码,市场类别,买卖方向1,买卖方向2,开始时间,结束时间,下单时间
6880872434086000569,20230614,7027,0,103,多策略,100,300146,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000570,20230614,7027,0,103,多策略,40200,300147,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000571,20230614,7027,0,103,多策略,35900,300152,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000572,20230614,7027,0,103,多策略,3800,300155,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000573,20230614,7027,0,103,多策略,200,300157,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000574,20230614,7027,0,103,多策略,24700,300158,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000575,20230614,7027,0,103,多策略,900,300163,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000576,20230614,7027,0,103,多策略,9700,300164,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000577,20230614,7027,0,103,多策略,42100,300168,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000578,20230614,7027,0,103,多策略,23000,300170,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000579,20230614,7027,0,103,多策略,800,300173,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000580,20230614,7027,0,103,多策略,23900,300175,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000581,20230614,7027,0,103,多策略,200,300176,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000582,20230614,7027,0,103,多策略,26700,300181,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000583,20230614,7027,0,103,多策略,1500,300182,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000584,20230614,7027,0,103,多策略,206800,300185,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000585,20230614,7027,0,103,多策略,37600,300190,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000586,20230614,7027,0,103,多策略,10800,300203,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000587,20230614,7027,0,103,多策略,700,300207,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000588,20230614,7027,0,103,多策略,61100,300213,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000589,20230614,7027,0,103,多策略,1600,300219,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000590,20230614,7027,0,103,多策略,1600,300221,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000591,20230614,7027,0,103,多策略,100,300224,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000592,20230614,7027,0,103,多策略,11500,300226,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000593,20230614,7027,0,103,多策略,16000,300230,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000594,20230614,7027,0,103,多策略,73200,300242,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000595,20230614,7027,0,103,多策略,100,300244,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000596,20230614,7027,0,103,多策略,26200,300245,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000597,20230614,7027,0,103,多策略,23300,300246,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000598,20230614,7027,0,103,多策略,32900,300248,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000599,20230614,7027,0,103,多策略,10600,300251,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000600,20230614,7027,0,103,多策略,22100,300254,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000601,20230614,7027,0,103,多策略,48200,300269,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000602,20230614,7027,0,103,多策略,500,300272,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000603,20230614,7027,0,103,多策略,30200,300275,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000604,20230614,7027,0,103,多策略,16400,300279,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000605,20230614,7027,0,103,多策略,500,300286,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000606,20230614,7027,0,103,多策略,16800,300287,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000607,20230614,7027,0,103,多策略,700,300290,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000608,20230614,7027,0,103,多策略,38200,300291,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000609,20230614,7027,0,103,多策略,1100,300296,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000610,20230614,7027,0,103,多策略,75700,300304,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000611,20230614,7027,0,103,多策略,3800,300305,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000612,20230614,7027,0,103,多策略,17000,300307,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000613,20230614,7027,0,103,多策略,2900,300308,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000614,20230614,7027,0,103,多策略,26100,300311,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000615,20230614,7027,0,103,多策略,500,300314,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000616,20230614,7027,0,103,多策略,100,300315,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000617,20230614,7027,0,103,多策略,8000,300319,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000618,20230614,7027,0,103,多策略,9800,300324,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000619,20230614,7027,0,103,多策略,12000,300327,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000620,20230614,7027,0,103,多策略,600,300329,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000621,20230614,7027,0,103,多策略,19100,300332,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000622,20230614,7027,0,103,多策略,38100,300333,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000623,20230614,7027,0,103,多策略,2300,300337,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000624,20230614,7027,0,103,多策略,43300,300342,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000625,20230614,7027,0,103,多策略,5000,300347,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000626,20230614,7027,0,103,多策略,4500,300350,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000627,20230614,7027,0,103,多策略,39500,300352,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000628,20230614,7027,0,103,多策略,31000,300353,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000629,20230614,7027,0,103,多策略,2300,300354,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000630,20230614,7027,0,103,多策略,7200,300357,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000631,20230614,7027,0,103,多策略,3100,300363,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000632,20230614,7027,0,103,多策略,27900,300366,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000633,20230614,7027,0,103,多策略,5600,300368,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000634,20230614,7027,0,103,多策略,300,300373,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000635,20230614,7027,0,103,多策略,4300,300375,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000636,20230614,7027,0,103,多策略,15600,300377,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000637,20230614,7027,0,103,多策略,9200,300378,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000638,20230614,7027,0,103,多策略,12000,300379,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000639,20230614,7027,0,103,多策略,19600,300380,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000640,20230614,7027,0,103,多策略,15300,300382,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000641,20230614,7027,0,103,多策略,4300,300385,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000642,20230614,7027,0,103,多策略,100,300394,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000643,20230614,7027,0,103,多策略,7100,300396,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000644,20230614,7027,0,103,多策略,1300,300404,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000645,20230614,7027,0,103,多策略,70000,300412,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000646,20230614,7027,0,103,多策略,7100,300413,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000647,20230614,7027,0,103,多策略,3800,300415,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000648,20230614,7027,0,103,多策略,28800,300416,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000649,20230614,7027,0,103,多策略,38300,300419,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000650,20230614,7027,0,103,多策略,16900,300420,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000651,20230614,7027,0,103,多策略,12700,300421,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000652,20230614,7027,0,103,多策略,14600,300423,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000653,20230614,7027,0,103,多策略,51900,300425,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000654,20230614,7027,0,103,多策略,200,300428,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000655,20230614,7027,0,103,多策略,300,300433,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000656,20230614,7027,0,103,多策略,900,300436,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000657,20230614,7027,0,103,多策略,3100,300438,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000658,20230614,7027,0,103,多策略,300,300441,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000659,20230614,7027,0,103,多策略,13900,300443,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000660,20230614,7027,0,103,多策略,9500,300445,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000661,20230614,7027,0,103,多策略,7400,300447,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000662,20230614,7027,0,103,多策略,5600,300448,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000663,20230614,7027,0,103,多策略,24900,300449,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000664,20230614,7027,0,103,多策略,8500,300450,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000665,20230614,7027,0,103,多策略,1200,300461,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000666,20230614,7027,0,103,多策略,6000,300463,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000667,20230614,7027,0,103,多策略,20800,300465,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000668,20230614,7027,0,103,多策略,18900,300468,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000669,20230614,7027,0,103,多策略,1900,300473,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000670,20230614,7027,0,103,多策略,500,300479,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000671,20230614,7027,0,103,多策略,4600,300481,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000672,20230614,7027,0,103,多策略,900,300491,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000673,20230614,7027,0,103,多策略,300,300498,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000674,20230614,7027,0,103,多策略,1400,300510,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000675,20230614,7027,0,103,多策略,100,300515,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000676,20230614,7027,0,103,多策略,600,300521,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000677,20230614,7027,0,103,多策略,100,300523,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000678,20230614,7027,0,103,多策略,9200,300525,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000679,20230614,7027,0,103,多策略,100,300531,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000680,20230614,7027,0,103,多策略,20600,300537,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000681,20230614,7027,0,103,多策略,100,300546,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000682,20230614,7027,0,103,多策略,10600,300552,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000683,20230614,7027,0,103,多策略,3000,300553,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000684,20230614,7027,0,103,多策略,1200,300562,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000685,20230614,7027,0,103,多策略,3700,300567,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000686,20230614,7027,0,103,多策略,4000,300571,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000687,20230614,7027,0,103,多策略,7400,300577,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000688,20230614,7027,0,103,多策略,1500,300579,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000689,20230614,7027,0,103,多策略,300,300585,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000690,20230614,7027,0,103,多策略,19400,300586,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000691,20230614,7027,0,103,多策略,28400,300588,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000692,20230614,7027,0,103,多策略,11600,300601,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000693,20230614,7027,0,103,多策略,11600,300607,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000694,20230614,7027,0,103,多策略,24700,300608,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000695,20230614,7027,0,103,多策略,100,300618,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000696,20230614,7027,0,103,多策略,1700,300621,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000697,20230614,7027,0,103,多策略,400,300624,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000698,20230614,7027,0,103,多策略,7800,300631,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000699,20230614,7027,0,103,多策略,1400,300633,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000700,20230614,7027,0,103,多策略,16600,300634,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000701,20230614,7027,0,103,多策略,600,300636,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000702,20230614,7027,0,103,多策略,100,300638,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000703,20230614,7027,0,103,多策略,500,300640,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000704,20230614,7027,0,103,多策略,3100,300644,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000705,20230614,7027,0,103,多策略,1400,300645,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000706,20230614,7027,0,103,多策略,5000,300648,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000707,20230614,7027,0,103,多策略,8400,300653,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000708,20230614,7027,0,103,多策略,2100,300661,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000709,20230614,7027,0,103,多策略,6300,300662,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000710,20230614,7027,0,103,多策略,1200,300667,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000711,20230614,7027,0,103,多策略,9500,300674,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000712,20230614,7027,0,103,多策略,100,300677,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000713,20230614,7027,0,103,多策略,7200,300680,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000714,20230614,7027,0,103,多策略,14500,300682,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000715,20230614,7027,0,103,多策略,4000,300687,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000716,20230614,7027,0,103,多策略,36200,300691,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000717,20230614,7027,0,103,多策略,8300,300692,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000718,20230614,7027,0,103,多策略,10700,300693,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000719,20230614,7027,0,103,多策略,3100,300698,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000720,20230614,7027,0,103,多策略,26500,300701,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000721,20230614,7027,0,103,多策略,5200,300715,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000722,20230614,7027,0,103,多策略,18200,300723,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000723,20230614,7027,0,103,多策略,3000,300725,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000724,20230614,7027,0,103,多策略,600,300731,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000725,20230614,7027,0,103,多策略,29700,300737,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000726,20230614,7027,0,103,多策略,19300,300738,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000727,20230614,7027,0,103,多策略,500,300751,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000728,20230614,7027,0,103,多策略,100,300762,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000729,20230614,7027,0,103,多策略,2600,300763,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000730,20230614,7027,0,103,多策略,15700,300765,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000731,20230614,7027,0,103,多策略,2700,300766,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000732,20230614,7027,0,103,多策略,15300,300767,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000733,20230614,7027,0,103,多策略,6200,300769,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000734,20230614,7027,0,103,多策略,19700,300773,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000735,20230614,7027,0,103,多策略,5200,300779,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000736,20230614,7027,0,103,多策略,7400,300781,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000737,20230614,7027,0,103,多策略,2200,300782,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000738,20230614,7027,0,103,多策略,100,300785,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000739,20230614,7027,0,103,多策略,13500,300786,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000740,20230614,7027,0,103,多策略,200,300791,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000741,20230614,7027,0,103,多策略,5600,300795,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000742,20230614,7027,0,103,多策略,6400,300797,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000743,20230614,7027,0,103,多策略,7500,300798,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000744,20230614,7027,0,103,多策略,8400,300813,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000745,20230614,7027,0,103,多策略,1000,300816,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000746,20230614,7027,0,103,多策略,1400,300817,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000747,20230614,7027,0,103,多策略,100,300820,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000748,20230614,7027,0,103,多策略,1200,300824,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000749,20230614,7027,0,103,多策略,1100,300827,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000750,20230614,7027,0,103,多策略,24100,300830,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000751,20230614,7027,0,103,多策略,2800,300835,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000752,20230614,7027,0,103,多策略,300,300838,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000753,20230614,7027,0,103,多策略,6700,300839,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000754,20230614,7027,0,103,多策略,600,300840,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000755,20230614,7027,0,103,多策略,5600,300845,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000756,20230614,7027,0,103,多策略,2200,300848,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000757,20230614,7027,0,103,多策略,1600,300850,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000758,20230614,7027,0,103,多策略,13900,300853,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000759,20230614,7027,0,103,多策略,4200,300855,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000760,20230614,7027,0,103,多策略,400,300856,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000761,20230614,7027,0,103,多策略,13100,300857,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000762,20230614,7027,0,103,多策略,7600,300858,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000763,20230614,7027,0,103,多策略,2100,300861,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000764,20230614,7027,0,103,多策略,100,300863,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000765,20230614,7027,0,103,多策略,1000,300868,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000766,20230614,7027,0,103,多策略,1900,300875,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000767,20230614,7027,0,103,多策略,2100,300884,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000768,20230614,7027,0,103,多策略,200,300888,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000769,20230614,7027,0,103,多策略,6300,300890,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000770,20230614,7027,0,103,多策略,5400,300893,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000771,20230614,7027,0,103,多策略,1000,300896,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000772,20230614,7027,0,103,多策略,500,300900,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000773,20230614,7027,0,103,多策略,100,300909,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000774,20230614,7027,0,103,多策略,100,300910,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000775,20230614,7027,0,103,多策略,900,300918,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000776,20230614,7027,0,103,多策略,300,300945,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000777,20230614,7027,0,103,多策略,300,300946,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000778,20230614,7027,0,103,多策略,300,300957,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000779,20230614,7027,0,103,多策略,1600,300969,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000780,20230614,7027,0,103,多策略,1500,300972,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000781,20230614,7027,0,103,多策略,500,300973,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000782,20230614,7027,0,103,多策略,4300,300976,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000783,20230614,7027,0,103,多策略,100,300979,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000784,20230614,7027,0,103,多策略,9200,300986,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000785,20230614,7027,0,103,多策略,1000,300990,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000786,20230614,7027,0,103,多策略,8500,300996,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000787,20230614,7027,0,103,多策略,3700,300998,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000788,20230614,7027,0,103,多策略,2700,301005,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000789,20230614,7027,0,103,多策略,5200,301006,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000790,20230614,7027,0,103,多策略,11500,301011,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000791,20230614,7027,0,103,多策略,1100,301013,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000792,20230614,7027,0,103,多策略,1000,301021,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000793,20230614,7027,0,103,多策略,900,301029,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000794,20230614,7027,0,103,多策略,400,301030,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000795,20230614,7027,0,103,多策略,500,301031,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000796,20230614,7027,0,103,多策略,700,301039,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000797,20230614,7027,0,103,多策略,500,301052,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000798,20230614,7027,0,103,多策略,5200,301062,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000799,20230614,7027,0,103,多策略,1700,301080,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000800,20230614,7027,0,103,多策略,500,301085,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000801,20230614,7027,0,103,多策略,3800,301087,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000802,20230614,7027,0,103,多策略,5800,301093,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000803,20230614,7027,0,103,多策略,500,301096,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000804,20230614,7027,0,103,多策略,11200,301101,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000805,20230614,7027,0,103,多策略,3600,301116,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000806,20230614,7027,0,103,多策略,900,301117,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000807,20230614,7027,0,103,多策略,2600,301129,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000808,20230614,7027,0,103,多策略,500,301155,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000809,20230614,7027,0,103,多策略,8500,301159,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000810,20230614,7027,0,103,多策略,1600,301168,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000811,20230614,7027,0,103,多策略,5900,301169,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000812,20230614,7027,0,103,多策略,6600,301185,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000813,20230614,7027,0,103,多策略,1700,301188,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000814,20230614,7027,0,103,多策略,2200,301198,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000815,20230614,7027,0,103,多策略,1500,301221,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000816,20230614,7027,0,103,多策略,36100,600000,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000817,20230614,7027,0,103,多策略,2400,600008,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000818,20230614,7027,0,103,多策略,1400,600011,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000819,20230614,7027,0,103,多策略,3200,600015,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000820,20230614,7027,0,103,多策略,3900,600019,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000821,20230614,7027,0,103,多策略,145700,600020,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000822,20230614,7027,0,103,多策略,13000,600026,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000823,20230614,7027,0,103,多策略,4100,600028,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000824,20230614,7027,0,103,多策略,2600,600029,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000825,20230614,7027,0,103,多策略,900,600030,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000826,20230614,7027,0,103,多策略,14300,600031,2,1,,20230614093000,20230614140000,20230614093000
6880872434086000827,20230614,7027,0,103,多策略,122600,600035,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000828,20230614,7027,0,103,多策略,13600,600036,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000829,20230614,7027,0,103,多策略,5100,600037,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000830,20230614,7027,0,103,多策略,400,600038,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000831,20230614,7027,0,103,多策略,1300,600039,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000832,20230614,7027,0,103,多策略,300,600050,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000833,20230614,7027,0,103,多策略,19500,600057,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000834,20230614,7027,0,103,多策略,19700,600060,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000835,20230614,7027,0,103,多策略,26700,600064,2,2,,20230614093000,20230614140000,20230614093000
6880872434086000836,20230614,7027,0,103,多策略,3600,600076,2,1,,20230614093000,20230614140000,20230614093000
6880872434086000837,20230614,7027,0,103,多策略,20800,600079,2,1,,20230614093000,20230614140000,20230614093000
