算法母单编号,交易日期,资金账户名称,算法类型,算法实例,算法供应商,任务数,证券代码,市场类别,买卖方向1,买卖方向2,开始时间,结束时间,下单时间
6880872434086001253,20230614,7027,0,103,多策略,1800,603486,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001254,20230614,7027,0,103,多策略,23500,603496,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001255,20230614,7027,0,103,多策略,7000,603507,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001256,20230614,7027,0,103,多策略,100,603508,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001257,20230614,7027,0,103,多策略,15200,603516,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001258,20230614,7027,0,103,多策略,3600,603517,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001259,20230614,7027,0,103,多策略,12100,603520,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001260,20230614,7027,0,103,多策略,200,603529,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001261,20230614,7027,0,103,多策略,13100,603533,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001262,20230614,7027,0,103,多策略,4200,603535,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001263,20230614,7027,0,103,多策略,1600,603538,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001264,20230614,7027,0,103,多策略,500,603551,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001265,20230614,7027,0,103,多策略,1700,603565,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001266,20230614,7027,0,103,多策略,9000,603566,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001267,20230614,7027,0,103,多策略,5900,603567,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001268,20230614,7027,0,103,多策略,900,603568,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001269,20230614,7027,0,103,多策略,10700,603579,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001270,20230614,7027,0,103,多策略,2400,603589,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001271,20230614,7027,0,103,多策略,10200,603596,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001272,20230614,7027,0,103,多策略,28500,603598,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001273,20230614,7027,0,103,多策略,16700,603599,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001274,20230614,7027,0,103,多策略,4100,603605,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001275,20230614,7027,0,103,多策略,13700,603606,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001276,20230614,7027,0,103,多策略,2900,603613,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001277,20230614,7027,0,103,多策略,17900,603619,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001278,20230614,7027,0,103,多策略,20700,603628,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001279,20230614,7027,0,103,多策略,17100,603636,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001280,20230614,7027,0,103,多策略,8300,603639,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001281,20230614,7027,0,103,多策略,3000,603657,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001282,20230614,7027,0,103,多策略,10400,603658,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001283,20230614,7027,0,103,多策略,44500,603660,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001284,20230614,7027,0,103,多策略,7100,603661,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001285,20230614,7027,0,103,多策略,4300,603666,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001286,20230614,7027,0,103,多策略,19300,603667,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001287,20230614,7027,0,103,多策略,14100,603669,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001288,20230614,7027,0,103,多策略,14400,603676,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001289,20230614,7027,0,103,多策略,11100,603678,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001290,20230614,7027,0,103,多策略,19800,603679,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001291,20230614,7027,0,103,多策略,18400,603681,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001292,20230614,7027,0,103,多策略,500,603687,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001293,20230614,7027,0,103,多策略,2400,603688,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001294,20230614,7027,0,103,多策略,3200,603690,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001295,20230614,7027,0,103,多策略,12400,603696,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001296,20230614,7027,0,103,多策略,7400,603697,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001297,20230614,7027,0,103,多策略,18200,603701,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001298,20230614,7027,0,103,多策略,12500,603712,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001299,20230614,7027,0,103,多策略,1300,603713,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001300,20230614,7027,0,103,多策略,1300,603719,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001301,20230614,7027,0,103,多策略,16200,603721,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001302,20230614,7027,0,103,多策略,30600,603725,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001303,20230614,7027,0,103,多策略,6900,603733,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001304,20230614,7027,0,103,多策略,100,603737,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001305,20230614,7027,0,103,多策略,22100,603738,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001306,20230614,7027,0,103,多策略,5400,603757,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001307,20230614,7027,0,103,多策略,2700,603758,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001308,20230614,7027,0,103,多策略,6700,603767,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001309,20230614,7027,0,103,多策略,6400,603773,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001310,20230614,7027,0,103,多策略,29100,603777,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001311,20230614,7027,0,103,多策略,24200,603778,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001312,20230614,7027,0,103,多策略,200,603786,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001313,20230614,7027,0,103,多策略,1700,603799,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001314,20230614,7027,0,103,多策略,8500,603801,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001315,20230614,7027,0,103,多策略,13800,603809,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001316,20230614,7027,0,103,多策略,8500,603811,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001317,20230614,7027,0,103,多策略,900,603816,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001318,20230614,7027,0,103,多策略,1700,603823,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001319,20230614,7027,0,103,多策略,13100,603825,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001320,20230614,7027,0,103,多策略,10200,603828,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001321,20230614,7027,0,103,多策略,500,603833,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001322,20230614,7027,0,103,多策略,400,603858,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001323,20230614,7027,0,103,多策略,3100,603859,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001324,20230614,7027,0,103,多策略,6900,603861,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001325,20230614,7027,0,103,多策略,2200,603867,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001326,20230614,7027,0,103,多策略,1400,603871,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001327,20230614,7027,0,103,多策略,6400,603876,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001328,20230614,7027,0,103,多策略,6600,603878,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001329,20230614,7027,0,103,多策略,16400,603879,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001330,20230614,7027,0,103,多策略,5400,603882,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001331,20230614,7027,0,103,多策略,9700,603883,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001332,20230614,7027,0,103,多策略,700,603885,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001333,20230614,7027,0,103,多策略,5300,603889,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001334,20230614,7027,0,103,多策略,3200,603893,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001335,20230614,7027,0,103,多策略,600,603895,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001336,20230614,7027,0,103,多策略,6200,603896,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001337,20230614,7027,0,103,多策略,3900,603899,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001338,20230614,7027,0,103,多策略,100,603901,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001339,20230614,7027,0,103,多策略,5300,603908,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001340,20230614,7027,0,103,多策略,1300,603909,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001341,20230614,7027,0,103,多策略,12600,603915,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001342,20230614,7027,0,103,多策略,1100,603917,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001343,20230614,7027,0,103,多策略,12300,603919,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001344,20230614,7027,0,103,多策略,900,603920,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001345,20230614,7027,0,103,多策略,3600,603963,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001346,20230614,7027,0,103,多策略,900,603966,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001347,20230614,7027,0,103,多策略,24300,603982,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001348,20230614,7027,0,103,多策略,10300,603983,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001349,20230614,7027,0,103,多策略,5900,603985,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001350,20230614,7027,0,103,多策略,3900,603986,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001351,20230614,7027,0,103,多策略,3800,603997,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001352,20230614,7027,0,103,多策略,13300,603999,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001353,20230614,7027,0,103,多策略,6600,605020,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001354,20230614,7027,0,103,多策略,8500,605050,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001355,20230614,7027,0,103,多策略,3100,605089,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001356,20230614,7027,0,103,多策略,400,605111,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001357,20230614,7027,0,103,多策略,500,605117,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001358,20230614,7027,0,103,多策略,300,605123,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001359,20230614,7027,0,103,多策略,500,605128,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001360,20230614,7027,0,103,多策略,12200,605133,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001361,20230614,7027,0,103,多策略,15300,605167,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001362,20230614,7027,0,103,多策略,800,605168,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001363,20230614,7027,0,103,多策略,2200,605208,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001364,20230614,7027,0,103,多策略,2500,605266,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001365,20230614,7027,0,103,多策略,5200,605286,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001366,20230614,7027,0,103,多策略,500,605287,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001367,20230614,7027,0,103,多策略,1900,605289,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001368,20230614,7027,0,103,多策略,3500,605300,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001369,20230614,7027,0,103,多策略,2200,605305,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001370,20230614,7027,0,103,多策略,13600,605333,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001371,20230614,7027,0,103,多策略,11000,605337,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001372,20230614,7027,0,103,多策略,600,605339,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001373,20230614,7027,0,103,多策略,200,605376,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001374,20230614,7027,0,103,多策略,10200,605377,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001375,20230614,7027,0,103,多策略,7900,605388,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001376,20230614,7027,0,103,多策略,22300,605599,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001377,20230614,7027,0,103,多策略,4760,688004,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001378,20230614,7027,0,103,多策略,200,688006,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001379,20230614,7027,0,103,多策略,971,688007,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001380,20230614,7027,0,103,多策略,347,688009,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001381,20230614,7027,0,103,多策略,200,688010,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001382,20230614,7027,0,103,多策略,2723,688020,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001383,20230614,7027,0,103,多策略,398,688023,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001384,20230614,7027,0,103,多策略,14575,688025,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001385,20230614,7027,0,103,多策略,7489,688049,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001386,20230614,7027,0,103,多策略,2427,688050,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001387,20230614,7027,0,103,多策略,782,688059,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001388,20230614,7027,0,103,多策略,2053,688066,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001389,20230614,7027,0,103,多策略,1688,688071,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001390,20230614,7027,0,103,多策略,19832,688088,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001391,20230614,7027,0,103,多策略,3134,688107,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001392,20230614,7027,0,103,多策略,10828,688109,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001393,20230614,7027,0,103,多策略,4276,688112,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001394,20230614,7027,0,103,多策略,597,688116,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001395,20230614,7027,0,103,多策略,20642,688118,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001396,20230614,7027,0,103,多策略,3817,688121,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001397,20230614,7027,0,103,多策略,398,688126,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001398,20230614,7027,0,103,多策略,3132,688157,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001399,20230614,7027,0,103,多策略,9929,688159,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001400,20230614,7027,0,103,多策略,3732,688168,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001401,20230614,7027,0,103,多策略,4386,688186,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001402,20230614,7027,0,103,多策略,4460,688187,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001403,20230614,7027,0,103,多策略,13296,688191,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001404,20230614,7027,0,103,多策略,1701,688201,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001405,20230614,7027,0,103,多策略,1817,688208,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001406,20230614,7027,0,103,多策略,3871,688212,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001407,20230614,7027,0,103,多策略,121460,688223,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001408,20230614,7027,0,103,多策略,5517,688226,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001409,20230614,7027,0,103,多策略,7726,688227,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001410,20230614,7027,0,103,多策略,1856,688228,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001411,20230614,7027,0,103,多策略,5257,688239,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001412,20230614,7027,0,103,多策略,480,688246,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001413,20230614,7027,0,103,多策略,7441,688248,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001414,20230614,7027,0,103,多策略,4387,688255,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001415,20230614,7027,0,103,多策略,4261,688257,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001416,20230614,7027,0,103,多策略,5131,688308,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001417,20230614,7027,0,103,多策略,756,688315,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001418,20230614,7027,0,103,多策略,2908,688318,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001419,20230614,7027,0,103,多策略,921,688356,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001420,20230614,7027,0,103,多策略,537,688357,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001421,20230614,7027,0,103,多策略,24369,688365,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001422,20230614,7027,0,103,多策略,2592,688368,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001423,20230614,7027,0,103,多策略,3419,688369,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001424,20230614,7027,0,103,多策略,200,688488,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001425,20230614,7027,0,103,多策略,3474,688508,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001426,20230614,7027,0,103,多策略,5808,688533,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001427,20230614,7027,0,103,多策略,474,688538,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001428,20230614,7027,0,103,多策略,284,688551,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001429,20230614,7027,0,103,多策略,11419,688556,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001430,20230614,7027,0,103,多策略,26260,688579,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001431,20230614,7027,0,103,多策略,47962,688590,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001432,20230614,7027,0,103,多策略,8362,688596,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001433,20230614,7027,0,103,多策略,319,688598,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001434,20230614,7027,0,103,多策略,4387,688621,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001435,20230614,7027,0,103,多策略,540,688630,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001436,20230614,7027,0,103,多策略,3646,688663,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001437,20230614,7027,0,103,多策略,565,688665,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001438,20230614,7027,0,103,多策略,971,688667,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001439,20230614,7027,0,103,多策略,200,688676,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001440,20230614,7027,0,103,多策略,6812,688677,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001441,20230614,7027,0,103,多策略,1618,688696,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001442,20230614,7027,0,103,多策略,5431,688711,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001443,20230614,7027,0,103,多策略,200,688768,2,1,,20230614093000,20230614140000,20230614093000
6880872434086001444,20230614,7027,0,103,多策略,8502,688800,2,2,,20230614093000,20230614140000,20230614093000
6880872434086001445,20230614,7027,0,103,多策略,1487,688981,2,2,,20230614093000,20230614140000,20230614093000
6880872433386000001,20230614,7028,0,103,多策略,48300,2724,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000002,20230614,7028,0,103,多策略,36600,551,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000003,20230614,7028,0,103,多策略,26200,3002,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000004,20230614,7028,0,103,多策略,84300,603378,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000005,20230614,7028,0,103,多策略,11300,301117,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000006,20230614,7028,0,103,多策略,31000,803,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000007,20230614,7028,0,103,多策略,31400,600299,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000008,20230614,7028,0,103,多策略,12500,300909,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000009,20230614,7028,0,103,多策略,28900,2783,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000010,20230614,7028,0,103,多策略,26400,603605,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000011,20230614,7028,0,103,多策略,64900,2736,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000012,20230614,7028,0,103,多策略,15100,600007,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000013,20230614,7028,0,103,多策略,28400,603039,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000014,20230614,7028,0,103,多策略,13600,603385,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000015,20230614,7028,0,103,多策略,8000,301029,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000016,20230614,7028,0,103,多策略,15000,603309,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000017,20230614,7028,0,103,多策略,23300,2651,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000018,20230614,7028,0,103,多策略,21100,2855,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000019,20230614,7028,0,103,多策略,44900,2745,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000020,20230614,7028,0,103,多策略,13400,603177,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000021,20230614,7028,0,103,多策略,11200,601798,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000022,20230614,7028,0,103,多策略,12400,2311,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000023,20230614,7028,0,103,多策略,10100,2098,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000024,20230614,7028,0,103,多策略,68200,600061,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000025,20230614,7028,0,103,多策略,5900,2734,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000026,20230614,7028,0,103,多策略,11700,603719,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000027,20230614,7028,0,103,多策略,13300,1914,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000028,20230614,7028,0,103,多策略,10400,603505,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000029,20230614,7028,0,103,多策略,7500,603267,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000030,20230614,7028,0,103,多策略,13900,2014,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000031,20230614,7028,0,103,多策略,4000,600861,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000032,20230614,7028,0,103,多策略,9200,605599,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000033,20230614,7028,0,103,多策略,21400,600510,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000034,20230614,7028,0,103,多策略,163000,3816,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000035,20230614,7028,0,103,多策略,8700,2683,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000036,20230614,7028,0,103,多策略,23300,300469,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000037,20230614,7028,0,103,多策略,17100,58,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000038,20230614,7028,0,103,多策略,7800,2831,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000039,20230614,7028,0,103,多策略,4600,603040,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000040,20230614,7028,0,103,多策略,6600,300658,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000041,20230614,7028,0,103,多策略,4900,600315,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000042,20230614,7028,0,103,多策略,58800,2146,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000043,20230614,7028,0,103,多策略,5700,2967,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000044,20230614,7028,0,103,多策略,19800,600309,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000045,20230614,7028,0,103,多策略,7100,603639,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000046,20230614,7028,0,103,多策略,4700,603025,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000047,20230614,7028,0,103,多策略,44700,2139,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000048,20230614,7028,0,103,多策略,6900,688,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000049,20230614,7028,0,103,多策略,10200,2772,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000050,20230614,7028,0,103,多策略,15200,601226,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000051,20230614,7028,0,103,多策略,13300,2664,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000052,20230614,7028,0,103,多策略,42000,2465,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000053,20230614,7028,0,103,多策略,20100,2419,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000054,20230614,7028,0,103,多策略,3100,300736,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000055,20230614,7028,0,103,多策略,4400,603979,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000056,20230614,7028,0,103,多策略,1600,2637,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000057,20230614,7028,0,103,多策略,4500,600826,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000058,20230614,7028,0,103,多策略,4300,2111,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000059,20230614,7028,0,103,多策略,3300,688569,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000060,20230614,7028,0,103,多策略,26400,601958,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000061,20230614,7028,0,103,多策略,109500,601766,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000062,20230614,7028,0,103,多策略,3100,655,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000063,20230614,7028,0,103,多策略,5700,737,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000064,20230614,7028,0,103,多策略,8700,603006,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000065,20230614,7028,0,103,多策略,7100,601137,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000066,20230614,7028,0,103,多策略,6500,524,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000067,20230614,7028,0,103,多策略,400,603948,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000068,20230614,7028,0,103,多策略,15800,2154,1,1,,20230614093000,20230614131300,20230614093000
6880872433386000069,20230614,7028,0,103,多策略,15400,2583,1,2,,20230614093000,20230614131300,20230614093000
6880872433386000070,20230614,7028,0,103,多策略,17000,601619,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000071,20230614,7028,0,103,多策略,1800,600612,2,1,,20230614093000,20230614131300,20230614093000
6880872433386000072,20230614,7028,0,103,多策略,2100,603289,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000073,20230614,7028,0,103,多策略,4100,601163,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000074,20230614,7028,0,103,多策略,6300,603366,2,2,,20230614093000,20230614131300,20230614093000
6880872433386000075,20230614,7028,0,103,多策略,7000,2746,1,2,,20230614093000,20230614131300,20230614093000
