算法子单编号,算法母单编号,交易日期,市场类别,资金账户名称,算法类型,算法实例,算法供应商,证券代码,委托类型,买卖方向,委托价格,委托数量,委托时间,成交价格,成交数量,委托时间,委托状态,手续费
2350248645454919680,20875132397000043,202369,1,yytz_888867600047,0,103,多策略,003816,1,2,3.05,8100,20236993000675,0.0,0,20236993000675,0,0.0
2350249882405500937,20875132397000011,202369,1,yytz_888867600047,0,103,多策略,000750,1,2,3.42,7200,20236993000678,3.42,7200,20236993000678,0,26.561909
2350249951124977666,20875132397000005,202369,1,yytz_888867600047,0,103,多策略,000415,1,2,2.23,7900,20236993000679,0.0,0,20236993000679,0,0.0
2350250294722361344,20875132397000073,202369,2,yytz_888867600047,0,103,多策略,601003,1,2,4.15,300,20236993000682,4.15,300,20236993000682,0,1.342982
2350250432161314822,20875132397000061,202369,2,yytz_888867600047,0,103,多策略,600170,1,2,2.73,9300,20236993000684,2.73,9300,20236993000684,0,27.387114
2350317227492702208,20875132397000002,202369,1,yytz_888867600047,0,103,多策略,000048,1,1,20.33,300,20236993001618,20.3,300,20236993001618,0,0.479283
2350317571090085889,20875132397000071,202369,2,yytz_888867600047,0,103,多策略,600845,1,2,44.99,400,20236993001623,44.99,400,20236993001623,0,19.412285
2350592517716506624,20875132397000073,202369,2,yytz_888867600047,0,103,多策略,601003,1,2,4.15,200,20236993005624,4.15,200,20236993005624,0,0.895321
2350661237193242624,20875132397000062,202369,2,yytz_888867600047,0,103,多策略,600197,1,2,26.91,1100,20236993006624,0.0,0,20236993006624,0,0.0
2350935702783326208,20875132397000004,202369,1,yytz_888867600047,0,103,多策略,000409,1,1,8.66,2400,20236993010618,8.66,2400,20236993010618,0,1.635701
2350936183819663360,20875132397000094,202369,2,yytz_888867600047,0,103,多策略,603719,1,2,28.41,400,20236993010625,0.0,0,20236993010625,0,0.0
2351004765857445888,20875132397000073,202369,2,yytz_888867600047,0,103,多策略,601003,1,2,4.16,100,20236993011623,0.0,0,20236993011623,0,0.0
2351005040735352832,20875132397000118,202369,2,yytz_888867600047,0,103,多策略,688526,1,2,22.27,691,20236993011627,0.0,0,20236993011627,0,0.0
2351073141736798208,20875132397000014,202369,1,yytz_888867600047,0,103,多策略,002038,1,2,9.44,3600,20236993012618,9.44,3600,20236993012618,0,36.658541
2351073691492612096,20875132397000106,202369,2,yytz_888867600047,0,103,多策略,688029,1,2,82.06,380,20236993012626,0.0,0,20236993012626,0,0.0
2351142067371964416,20875132397000025,202369,1,yytz_888867600047,0,103,多策略,002422,1,2,29.46,800,20236993013621,29.46,800,20236993013621,0,25.422802
2351210924287653888,20875132397000073,202369,2,yytz_888867600047,0,103,多策略,601003,1,2,4.15,700,20236993014628,4.15,700,20236993014628,0,3.133624
2351279300167006208,20875132397000000,202369,1,yytz_888867600047,0,103,多策略,000027,1,2,6.65,3500,20236993015619,6.65,3500,20236993015619,0,25.106743
2351279300167006209,20875132397000023,202369,1,yytz_888867600047,0,103,多策略,002388,1,2,6.69,1100,20236993015619,6.69,1100,20236993015619,0,7.938153
2351279300167006210,20875132397000022,202369,1,yytz_888867600047,0,103,多策略,002337,1,2,5.21,4400,20236993015619,5.21,4400,20236993015619,0,24.728119
2351279300167006211,20875132397000007,202369,1,yytz_888867600047,0,103,多策略,000528,1,2,7.71,2900,20236993015619,7.71,2900,20236993015619,0,24.118653
2351279300167006212,20875132397000010,202369,1,yytz_888867600047,0,103,多策略,000739,1,2,17.81,1900,20236993015619,0.0,0,20236993015619,0,0.0
2351279368886482944,20875132397000043,202369,1,yytz_888867600047,0,103,多策略,003816,1,2,3.03,8100,20236993015620,3.03,8100,20236993015620,0,26.474534
2351279368886482947,20875132397000009,202369,1,yytz_888867600047,0,103,多策略,000683,1,2,6.65,2200,20236993015620,6.65,2200,20236993015620,0,15.781381
2351279437605959680,20875132397000027,202369,1,yytz_888867600047,0,103,多策略,002541,1,2,29.57,1200,20236993015620,29.57,1200,20236993015620,0,38.276591
2351279437605959686,20875132397000029,202369,1,yytz_888867600047,0,103,多策略,002605,1,2,40.4,300,20236993015621,0.0,0,20236993015621,0,0.0
2351279437605959687,20875132397000040,202369,1,yytz_888867600047,0,103,多策略,002956,1,2,16.18,700,20236993015621,16.18,700,20236993015621,0,12.217356
2351279437605959689,20875132397000051,202369,1,yytz_888867600047,0,103,多策略,300855,1,2,33.05,900,20236993015621,33.05,900,20236993015621,0,32.085932
2351279437605959690,20875132397000028,202369,1,yytz_888867600047,0,103,多策略,002588,1,2,6.11,3900,20236993015622,6.11,3900,20236993015622,0,25.704342
2351279506325436416,20875132397000054,202369,1,yytz_888867600047,0,103,多策略,301086,1,2,69.79,200,20236993015622,69.795,200,20236993015622,0,15.057573
2351279575044913152,20875132397000064,202369,2,yytz_888867600047,0,103,多策略,600292,1,2,5.78,3300,20236993015622,5.78,3300,20236993015622,0,20.575124
2351279712483866629,20875132397000074,202369,2,yytz_888867600047,0,103,多策略,601021,1,2,55.3,600,20236993015625,55.4,600,20236993015625,0,35.855988
2351279712483866631,20875132397000056,202369,1,yytz_888867600047,0,103,多策略,301102,1,2,34.33,700,20236993015625,34.33,700,20236993015625,0,25.92224
2351279781203343362,20875132397000083,202369,2,yytz_888867600047,0,103,多策略,601888,1,2,118.01,300,20236993015626,118.08,300,20236993015626,0,38.211869
2351279781203343366,20875132397000113,202369,2,yytz_888867600047,0,103,多策略,688261,1,2,163.79,347,20236993015627,0.0,0,20236993015627,0,0.0
2351279849922820097,20875132397000124,202369,2,yytz_888867600047,0,103,多策略,688722,1,2,16.97,1767,20236993015627,16.97,1767,20236993015627,0,32.345887
2351279849922820099,20875132397000085,202369,2,yytz_888867600047,0,103,多策略,603032,1,2,46.85,500,20236993015627,46.85,500,20236993015627,0,25.268548
2351279849922820105,20875132397000109,202369,2,yytz_888867600047,0,103,多策略,688148,1,2,10.8,2270,20236993015628,10.81,2270,20236993015628,0,26.469896
2351348088363218944,20875132397000003,202369,1,yytz_888867600047,0,103,多策略,000063,1,2,35.75,200,20236993016619,35.75,200,20236993016619,0,7.712705
2351348225802172416,20875132397000038,202369,1,yytz_888867600047,0,103,多策略,002905,1,2,10.28,2300,20236993016621,10.3209,2300,20236993016621,0,25.606256
2351348363241125888,20875132397000070,202369,2,yytz_888867600047,0,103,多策略,600829,1,2,6.95,3300,20236993016623,6.95,3300,20236993016623,0,24.739985
2351416945278908417,20875132397000018,202369,1,yytz_888867600047,0,103,多策略,002215,1,2,7.59,3300,20236993017621,7.59,3300,20236993017621,0,27.018199
2351417013998385153,20875132397000063,202369,2,yytz_888867600047,0,103,多策略,600258,1,2,19.95,300,20236993017623,19.95,300,20236993017623,0,6.45602
2351417151437338624,20875132397000073,202369,2,yytz_888867600047,0,103,多策略,601003,1,2,4.15,300,20236993017624,4.15,300,20236993017624,0,1.342982
2351417220156815361,20875132397000102,202369,2,yytz_888867600047,0,103,多策略,605266,1,2,76.24,300,20236993017625,76.61,300,20236993017625,0,24.791762
2351485527316690944,20875132397000008,202369,1,yytz_888867600047,0,103,多策略,000538,1,2,52.68,1000,20236993018619,0.0,0,20236993018619,0,0.0
2351486077072504834,20875132397000098,202369,2,yytz_888867600047,0,103,多策略,605066,1,2,8.93,900,20236993018627,0.0,0,20236993018627,0,0.0
2351554521671333888,20875132397000121,202369,2,yytz_888867600047,0,103,多策略,688599,1,2,35.73,634,20236993019623,0.0,0,20236993019623,0,0.0
2351623172428593154,20875132397000045,202369,1,yytz_888867600047,0,103,多策略,300146,1,2,22.33,1100,20236993020622,22.33,1100,20236993020622,0,26.496108
2351623378587023360,20875132397000058,202369,1,yytz_888867600047,0,103,多策略,301239,1,2,120.2,200,20236993020625,120.2,200,20236993020625,0,25.931948
2351691960624805888,20875132397000055,202369,1,yytz_888867600047,0,103,多策略,301087,1,2,48.12,500,20236993021623,0.0,0,20236993021623,0,0.0
2351692029344282625,20875132397000117,202369,2,yytz_888867600047,0,103,多策略,688519,1,2,23.32,535,20236993021624,0.0,0,20236993021624,0,0.0
2351692166783236096,20875132397000098,202369,2,yytz_888867600047,0,103,多策略,605066,1,2,8.92,1000,20236993021626,8.92,1000,20236993021626,0,9.622004
2351692166783236097,20875132397000116,202369,2,yytz_888867600047,0,103,多策略,688516,1,2,154.87,307,20236993021626,154.93,307,20236993021626,0,51.306758
2351760680101541889,20875132397000063,202369,2,yytz_888867600047,0,103,多策略,600258,1,2,19.93,900,20236993022623,19.93,900,20236993022623,0,19.348642
2351760817540495360,20875132397000065,202369,2,yytz_888867600047,0,103,多策略,600351,1,2,6.76,600,20236993022625,6.76,600,20236993022625,0,4.375207
2351829537017231362,20875132397000073,202369,2,yytz_888867600047,0,103,多策略,601003,1,2,4.14,3400,20236993023625,4.14,3400,20236993023625,0,15.183781
2351829605736708096,20875132397000119,202369,2,yytz_888867600047,0,103,多策略,688551,1,2,62.17,454,20236993023626,62.17,454,20236993023626,0,30.446502
2351898256493967360,20875132397000065,202369,2,yytz_888867600047,0,103,多策略,600351,1,2,6.75,2100,20236993024626,6.75,2100,20236993024626,0,15.290573
2351898393932920832,20875132397000117,202369,2,yytz_888867600047,0,103,多策略,688519,1,2,23.27,408,20236993024627,0.0,0,20236993024627,0,0.0
2352035764166916097,20875132397000073,202369,2,yytz_888867600047,0,103,多策略,601003,1,2,4.14,1000,20236993026626,4.14,1000,20236993026626,0,4.465818
2352241372841310208,20875132397000001,202369,1,yytz_888867600047,0,103,多策略,000042,1,2,7.91,3200,20236993029619,7.92,3200,20236993029619,0,27.338573
2352241922597124096,20875132397000106,202369,2,yytz_888867600047,0,103,多策略,688029,1,2,81.53,380,20236993029626,81.53,380,20236993029626,0,33.419636
2352378880514258946,20875132397000008,202369,1,yytz_888867600047,0,103,多策略,000538,1,2,52.48,1000,20236993031620,52.48,1000,20236993031620,0,56.610176
2352379292831119361,20875132397000112,202369,2,yytz_888867600047,0,103,多策略,688253,1,2,23.92,206,20236993031625,0.0,0,20236993031625,0,0.0
2352447599990994944,20875132397000044,202369,1,yytz_888867600047,0,103,多策略,300051,1,2,10.87,600,20236993032619,10.88,600,20236993032619,0,7.041754
2352447737429948416,20875132397000036,202369,1,yytz_888867600047,0,103,多策略,002763,1,2,8.29,1800,20236993032621,8.29,1800,20236993032621,0,16.096361
2352448012307855360,20875132397000123,202369,2,yytz_888867600047,0,103,多策略,688718,1,2,16.69,574,20236993032625,16.7196,574,20236993032625,0,10.352338
2352516663065114627,20875132397000091,202369,2,yytz_888867600047,0,103,多策略,603466,1,2,15.32,2300,20236993033624,15.32,2300,20236993033624,0,38.009073
2352584970224990208,20875132397000020,202369,1,yytz_888867600047,0,103,多策略,002238,1,2,7.4,2000,20236993034618,7.4,2000,20236993034618,0,15.96476
2352585107663943680,20875132397000050,202369,1,yytz_888867600047,0,103,多策略,300760,1,2,295.2,100,20236993034620,0.0,0,20236993034620,0,0.0
2352585176383420417,20875132397000029,202369,1,yytz_888867600047,0,103,多策略,002605,1,2,40.07,300,20236993034621,40.07,300,20236993034621,0,12.967053
2352585382541850625,20875132397000055,202369,1,yytz_888867600047,0,103,多策略,301087,1,2,48.01,500,20236993034624,48.01,500,20236993034624,0,25.894194
2352653827140679680,20875132397000034,202369,1,yytz_888867600047,0,103,多策略,002739,1,2,12.23,1300,20236993035620,12.23,1300,20236993035620,0,17.150251
2352653895860156417,20875132397000036,202369,1,yytz_888867600047,0,103,多策略,002763,1,2,8.28,1000,20236993035621,8.29,1000,20236993035621,0,8.942423
2352654170738063360,20875132397000122,202369,2,yytz_888867600047,0,103,多策略,688689,1,2,25.1,886,20236993035625,25.1113,886,20236993035625,0,23.999578
2352791128655198208,20875132397000024,202369,1,yytz_888867600047,0,103,多策略,002402,1,2,15.65,1600,20236993037619,15.65,1000,20236993037619,0,16.881655
2352791197374674944,20875132397000052,202369,1,yytz_888867600047,0,103,多策略,300938,1,2,39.37,400,20236993037619,39.37,400,20236993037619,0,16.987368
2352791609691535360,20875132397000079,202369,2,yytz_888867600047,0,103,多策略,601519,1,2,7.29,3600,20236993037625,7.29,3600,20236993037625,0,28.309403
2352859848131934208,20875132397000044,202369,1,yytz_888867600047,0,103,多策略,300051,1,2,10.85,1600,20236993038619,10.85,700,20236993038619,0,8.192726
2352860329168271360,20875132397000068,202369,2,yytz_888867600047,0,103,多策略,600728,1,2,7.36,3200,20236993038625,7.36,3200,20236993038625,0,25.405542
2352860397887748096,20875132397000108,202369,2,yytz_888867600047,0,103,多策略,688133,1,1,100.99,405,20236993038626,0.0,0,20236993038626,0,0.0
2352997561963313152,20875132397000035,202369,1,yytz_888867600047,0,103,多策略,002745,1,2,8.88,2600,20236993040622,8.88,1700,20236993040622,0,16.284055
2352997630682789888,20875132397000111,202369,2,yytz_888867600047,0,103,多策略,688223,1,2,11.7,3740,20236993040624,0.0,0,20236993040624,0,0.0
2353135207075215360,20875132397000120,202369,2,yytz_888867600047,0,103,多策略,688588,1,2,16.05,697,20236993042626,16.05,697,20236993042626,0,12.067255
2353135207075215361,20875132397000117,202369,2,yytz_888867600047,0,103,多策略,688519,1,2,23.23,943,20236993042626,23.23,943,20236993042626,0,23.629884
2353203926551951361,20875132397000089,202369,2,yytz_888867600047,0,103,多策略,603289,1,2,9.66,300,20236993043625,9.66,300,20236993043625,0,3.126073
2353547523935631360,20875132397000113,202369,2,yytz_888867600047,0,103,多策略,688261,1,2,163.58,347,20236993048626,0.0,0,20236993048626,0,0.0
2353891052599834624,20875132397000114,202369,2,yytz_888867600047,0,103,多策略,688299,1,2,15.22,1038,20236993053624,0.0,0,20236993053624,0,0.0
2354371745339602944,20875132397000031,202369,1,yytz_888867600047,0,103,多策略,002664,1,2,13.6,2000,20236993100619,0.0,0,20236993100619,0,0.0
2354509253012551680,20875132397000047,202369,1,yytz_888867600047,0,103,多策略,300345,1,2,9.44,300,20236993102621,0.0,0,20236993102621,0,0.0
2354852781676754946,20875132397000072,202369,2,yytz_888867600047,0,103,多策略,600885,1,2,28.82,700,20236993107620,28.82,700,20236993107620,0,21.761694
2354990564227610624,20875132397000075,202369,2,yytz_888867600047,0,103,多策略,601108,1,1,7.42,1600,20236993109624,7.42,1600,20236993109624,0,0.934326
2355471256967378944,20875132397000023,202369,1,yytz_888867600047,0,103,多策略,002388,1,2,6.7,2400,20236993116619,6.7,2400,20236993116619,0,17.345496
2355539907724638208,20875132397000041,202369,1,yytz_888867600047,0,103,多策略,002990,1,2,38.22,300,20236993117618,0.0,0,20236993117618,0,0.0
2355883505108318208,20875132397000041,202369,1,yytz_888867600047,0,103,多策略,002990,1,2,38.18,200,20236993122619,0.0,0,20236993122619,0,0.0
2355883573827794945,20875132397000017,202369,1,yytz_888867600047,0,103,多策略,002212,1,2,10.37,1600,20236993122619,10.37,1600,20236993122619,0,17.89779
2355883642547271680,20875132397000037,202369,1,yytz_888867600047,0,103,多策略,002859,1,2,25.89,600,20236993122620,25.89,600,20236993122620,0,16.756526
2355883711266748416,20875132397000093,202369,2,yytz_888867600047,0,103,多策略,603611,1,2,22.04,600,20236993122621,22.04,600,20236993122621,0,14.264729
2355952224585054209,20875132397000057,202369,1,yytz_888867600047,0,103,多策略,301208,1,2,58.76,400,20236993123618,58.77,400,20236993123618,0,25.35808
2355952705621391360,20875132397000108,202369,2,yytz_888867600047,0,103,多策略,688133,1,1,101.55,405,20236993123625,101.53,405,20236993123625,0,3.236116
2356158520454215680,20875132397000053,202369,1,yytz_888867600047,0,103,多策略,301029,1,2,40.39,200,20236993126621,40.39,200,20236993126621,0,8.713739
2356364678884423680,20875132397000015,202369,1,yytz_888867600047,0,103,多策略,002062,1,1,5.37,2100,20236993129621,5.37,2100,20236993129621,0,0.8875
2356502117837895680,20875132397000015,202369,1,yytz_888867600047,0,103,多策略,002062,1,1,5.38,1600,20236993131621,5.38,1600,20236993131621,0,0.67745
2356502186557372416,20875132397000110,202369,2,yytz_888867600047,0,103,多策略,688188,1,2,188.9,313,20236993131621,188.916,313,20236993131621,0,63.784295
2356639831669274624,20875132397000113,202369,2,yytz_888867600047,0,103,多策略,688261,1,2,163.2,347,20236993133624,163.2,347,20236993133624,0,61.087212
2356914640856741890,20875132397000114,202369,2,yytz_888867600047,0,103,多策略,688299,1,2,15.2,1463,20236993137623,15.2,1463,20236993137623,0,23.987699
2357189381324732416,20875132397000046,202369,1,yytz_888867600047,0,103,多策略,300226,1,2,36.66,800,20236993141622,36.6662,800,20236993141622,0,31.641464
2357189381324732417,20875132397000035,202369,1,yytz_888867600047,0,103,多策略,002745,1,2,8.84,900,20236993141621,8.84,900,20236993141621,0,8.582137
2357326682839250944,20875132397000044,202369,1,yytz_888867600047,0,103,多策略,300051,1,2,10.82,900,20236993143619,10.82,800,20236993143619,0,9.337227
2357326751558727680,20875132397000032,202369,1,yytz_888867600047,0,103,多策略,002724,1,2,7.86,300,20236993143620,7.86,300,20236993143620,0,2.543575
2357395333596510208,20875132397000041,202369,1,yytz_888867600047,0,103,多策略,002990,1,2,38.19,500,20236993144619,0.0,0,20236993144619,0,0.0
2357395539754940416,20875132397000101,202369,2,yytz_888867600047,0,103,多策略,605259,1,2,36.23,400,20236993144621,36.23,400,20236993144621,0,15.63252
2357395677193893888,20875132397000059,202369,1,yytz_888867600047,0,103,多策略,301319,1,2,50.99,800,20236993144623,50.99,800,20236993144623,0,44.00233
2359113320514910208,20875132397000041,202369,1,yytz_888867600047,0,103,多策略,002990,1,2,38.15,500,20236993209619,0.0,0,20236993209619,0,0.0
2360144593702287360,20875132397000105,202369,2,yytz_888867600047,0,103,多策略,688002,1,2,47.51,509,20236993224625,47.51,509,20236993224625,0,26.08576
2360350820851972096,20875132397000118,202369,2,yytz_888867600047,0,103,多策略,688526,1,2,22.2,691,20236993227626,22.2,691,20236993227626,0,16.547474
2361037809460901888,20875132397000121,202369,2,yytz_888867600047,0,103,多策略,688599,1,2,35.74,634,20236993237623,35.74,634,20236993237623,0,24.442436
2361725072947738624,20875132397000078,202369,2,yytz_888867600047,0,103,多策略,601336,1,2,37.9,400,20236993247625,37.91,400,20236993247625,0,16.357407
2362480574874974208,20875132397000012,202369,1,yytz_888867600047,0,103,多策略,000921,1,2,25.28,700,20236993258619,25.28,700,20236993258619,0,19.088675
2362480781033404416,20875132397000103,202369,2,yytz_888867600047,0,103,多策略,605336,1,2,16.95,1100,20236993258621,16.95,1100,20236993258621,0,20.112362
2362618013828446208,20875132397000011,202369,1,yytz_888867600047,0,103,多策略,000750,1,2,3.42,2300,20236993300619,0.0,0,20236993300619,0,0.0
2362618082547922944,20875132397000043,202369,1,yytz_888867600047,0,103,多策略,003816,1,2,3.05,2700,20236993300619,3.05,2700,20236993300619,0,8.883095
2362618151267399680,20875132397000061,202369,2,yytz_888867600047,0,103,多策略,600170,1,2,2.73,3100,20236993300620,0.0,0,20236993300620,0,0.0
2362618288706353152,20875132397000073,202369,2,yytz_888867600047,0,103,多策略,601003,1,2,4.17,2000,20236993300622,4.17,2000,20236993300622,0,8.996358
2362893097893820416,20875132397000057,202369,1,yytz_888867600047,0,103,多策略,301208,1,2,58.73,200,20236993304621,0.0,0,20236993304621,0,0.0
2362893372771727360,20875132397000079,202369,2,yytz_888867600047,0,103,多策略,601519,1,2,7.25,1200,20236993304625,7.25,1200,20236993304625,0,9.38469
2363236832716453888,20875132397000056,202369,1,yytz_888867600047,0,103,多策略,301102,1,2,34.5,300,20236993309624,34.5033,300,20236993309624,0,11.165613
2363305208595806209,20875132397000001,202369,1,yytz_888867600047,0,103,多策略,000042,1,2,7.9,1000,20236993310619,7.9,1000,20236993310619,0,8.52173
2363305414754236416,20875132397000039,202369,1,yytz_888867600047,0,103,多策略,002929,1,2,40.86,1000,20236993310622,40.87,1000,20236993310622,0,44.086469
2363442647549278208,20875132397000024,202369,1,yytz_888867600047,0,103,多策略,002402,1,2,15.55,1100,20236993312618,15.56,1100,20236993312618,0,18.463029
2363511710623397888,20875132397000121,202369,2,yytz_888867600047,0,103,多策略,688599,1,2,35.79,219,20236993313624,35.79,219,20236993313624,0,8.454861
2363923683886430208,20875132397000012,202369,1,yytz_888867600047,0,103,多策略,000921,1,2,25.23,800,20236993319619,25.2362,800,20236993319619,0,21.777831
2363992403363166208,20875132397000053,202369,1,yytz_888867600047,0,103,多策略,301029,1,2,40.43,200,20236993320619,0.0,0,20236993320619,0,0.0
2364680010447386624,20875132397000096,202369,2,yytz_888867600047,0,103,多策略,603799,1,2,47.58,100,20236993330625,47.58,100,20236993330625,0,5.132455
2364748592485169152,20875132397000097,202369,2,yytz_888867600047,0,103,多策略,603899,1,2,42.82,500,20236993331623,42.82,500,20236993331623,0,23.094967
2364885825280210944,20875132397000062,202369,2,yytz_888867600047,0,103,多策略,600197,1,2,26.89,1400,20236993333619,26.89,1400,20236993333619,0,40.60874
2365435581094098944,20875132397000041,202369,1,yytz_888867600047,0,103,多策略,002990,1,2,38.04,500,20236993341619,38.04,500,20236993341619,0,20.516874
2365779315916732416,20875132397000035,202369,1,yytz_888867600047,0,103,多策略,002745,1,2,8.81,900,20236993346621,8.81,900,20236993346621,0,8.553012
2365847829235038208,20875132397000033,202369,1,yytz_888867600047,0,103,多策略,002732,1,2,22.05,200,20236993347619,22.05,200,20236993347619,0,4.757067
2365985268188510208,20875132397000063,202369,2,yytz_888867600047,0,103,多策略,600258,1,2,20.02,400,20236993349618,20.02,400,20236993349618,0,8.63823
2365985680505370624,20875132397000076,202369,2,yytz_888867600047,0,103,多策略,601225,1,2,17.84,500,20236993349624,17.84,500,20236993349624,0,9.622004
2366260283534407680,20875132397000005,202369,1,yytz_888867600047,0,103,多策略,000415,1,2,2.22,7900,20236993353620,2.22,7900,20236993353620,0,18.918241
2366603880918087680,20875132397000019,202369,1,yytz_888867600047,0,103,多策略,002233,1,2,7.92,4900,20236993358621,7.92,4900,20236993358621,0,41.86219
2366741182432606208,20875132397000033,202369,1,yytz_888867600047,0,103,多策略,002732,1,2,22.05,200,20236993400618,0.0,0,20236993400618,0,0.0
2367016060339550208,20875132397000033,202369,1,yytz_888867600047,0,103,多策略,002732,1,2,22.04,1200,20236993404626,22.04,1200,20236993404626,0,28.529458
2367016129059026944,20875132397000027,202369,1,yytz_888867600047,0,103,多策略,002541,1,2,29.3,600,20236993404626,29.31,600,20236993404626,0,18.970018
2367016541375887360,20875132397000105,202369,2,yytz_888867600047,0,103,多策略,688002,1,2,47.3,204,20236993404626,47.3,204,20236993404626,0,10.408592
2367084848535762944,20875132397000092,202369,2,yytz_888867600047,0,103,多策略,603501,1,1,93.5,200,20236993405619,93.5,200,20236993405619,0,1.47169
2367222287489234944,20875132397000104,202369,2,yytz_888867600047,0,103,多策略,605377,1,2,20.08,800,20236993407620,20.08,800,20236993407620,0,17.328237
2367222493647665152,20875132397000059,202369,1,yytz_888867600047,0,103,多策略,301319,1,2,51.16,200,20236993407622,51.16,200,20236993407622,0,11.037258
2367222493647665153,20875132397000086,202369,2,yytz_888867600047,0,103,多策略,603166,1,2,6.1,2600,20236993407622,6.1,2600,20236993407622,0,17.108182
2367360138759567360,20875132397000115,202369,2,yytz_888867600047,0,103,多策略,688357,1,2,62.47,439,20236993409625,62.47,439,20236993409625,0,29.582625
2367428652077873152,20875132397000111,202369,2,yytz_888867600047,0,103,多策略,688223,1,2,11.82,3686,20236993410623,11.82,3686,20236993410623,0,46.997363
2367634673069127680,20875132397000038,202369,1,yytz_888867600047,0,103,多策略,002905,1,2,10.19,200,20236993413620,0.0,0,20236993413620,0,0.0
2367703392545863680,20875132397000038,202369,1,yytz_888867600047,0,103,多策略,002905,1,2,10.14,200,20236993414620,10.14,200,20236993414620,0,2.187604
2367840968938289152,20875132397000111,202369,2,yytz_888867600047,0,103,多策略,688223,1,2,11.81,1301,20236993416622,11.81,1027,20236993416622,0,13.083412
2368390656032700416,20875132397000100,202369,2,yytz_888867600047,0,103,多策略,605123,1,2,97.0,400,20236993424621,97.0,200,20236993424621,0,20.92678
2369283940510791680,20875132397000005,202369,1,yytz_888867600047,0,103,多策略,000415,1,2,2.22,3300,20236993437620,2.22,3300,20236993437620,0,7.902556
2369971066558674944,20875132397000114,202369,2,yytz_888867600047,0,103,多策略,688299,1,2,15.2,505,20236993447619,15.2,505,20236993447619,0,8.280101
2370658742362372096,20875132397000098,202369,2,yytz_888867600047,0,103,多策略,605066,1,2,8.95,1700,20236993457626,8.95,1700,20236993457626,0,16.41242
2370864351036766208,20875132397000071,202369,2,yytz_888867600047,0,103,多策略,600845,1,2,44.87,200,20236993500618,0.0,0,20236993500618,0,0.0
2371551820682033152,20875132397000107,202369,2,yytz_888867600047,0,103,多策略,688100,1,2,29.21,998,20236993510623,29.21,809,20236993510623,0,25.490641
2371551889401509888,20875132397000122,202369,2,yytz_888867600047,0,103,多策略,688689,1,2,24.9,316,20236993510623,0.0,0,20236993510623,0,0.0
2371551889401509889,20875132397000117,202369,2,yytz_888867600047,0,103,多策略,688519,1,2,23.18,325,20236993510623,0.0,0,20236993510623,0,0.0
2371757704234334208,20875132397000071,202369,2,yytz_888867600047,0,103,多策略,600845,1,2,44.69,200,20236993513619,44.74,200,20236993513619,0,9.652208
2371757772953810944,20875132397000036,202369,1,yytz_888867600047,0,103,多策略,002763,1,2,8.3,700,20236993513619,8.3,700,20236993513619,0,6.267247
2372032788299708416,20875132397000081,202369,2,yytz_888867600047,0,103,多策略,601728,1,2,6.07,1700,20236993517621,6.07,1700,20236993517621,0,11.131105
2372995204571396096,20875132397000038,202369,1,yytz_888867600047,0,103,多策略,002905,1,2,10.23,600,20236993531626,10.23,600,20236993531626,0,6.621061
2373614298337310720,20875132397000087,202369,2,yytz_888867600047,0,103,多策略,603197,1,2,49.39,200,20236993540635,49.39,200,20236993540635,0,10.655399
2373957345965176832,20875132397000060,202369,2,yytz_888867600047,0,103,多策略,600011,1,2,9.4,3500,20236993545627,9.4,3500,20236993545627,0,35.48923
2374987657079879680,20875132397000012,202369,1,yytz_888867600047,0,103,多策略,000921,1,2,25.17,300,20236993600620,0.0,0,20236993600620,0,0.0
2374987931957786624,20875132397000011,202369,1,yytz_888867600047,0,103,多策略,000750,1,2,3.42,2400,20236993600624,0.0,0,20236993600624,0,0.0
2374988481713600512,20875132397000027,202369,1,yytz_888867600047,0,103,多策略,002541,1,2,29.31,400,20236993600632,0.0,0,20236993600632,0,0.0
2374988756591507457,20875132397000043,202369,1,yytz_888867600047,0,103,多策略,003816,1,2,3.05,2700,20236993600637,3.05,2700,20236993600637,0,8.883095
2374988756591507459,20875132397000039,202369,1,yytz_888867600047,0,103,多策略,002929,1,2,40.6,200,20236993600637,40.6,200,20236993600637,0,8.759044
2374989375066798080,20875132397000061,202369,2,yytz_888867600047,0,103,多策略,600170,1,2,2.72,3100,20236993600645,2.72,3100,20236993600645,0,9.095598
2374989718664181760,20875132397000073,202369,2,yytz_888867600047,0,103,多策略,601003,1,2,4.17,1400,20236993600661,4.17,1400,20236993600661,0,6.297451
2375607163162654720,20875132397000033,202369,1,yytz_888867600047,0,103,多策略,002732,1,2,22.05,600,20236993609635,22.05,300,20236993609635,0,7.135601
2375883346739656705,20875132397000111,202369,2,yytz_888867600047,0,103,多策略,688223,1,2,11.82,1521,20236993613654,11.82,1521,20236993613654,0,19.393106
2375951379021625350,20875132397000062,202369,2,yytz_888867600047,0,103,多策略,600197,1,2,26.84,400,20236993614645,0.0,0,20236993614645,0,0.0
2375951447741102085,20875132397000061,202369,2,yytz_888867600047,0,103,多策略,600170,1,2,2.71,3100,20236993614646,2.71,3100,20236993614646,0,9.062159
2375951860057962496,20875132397000099,202369,2,yytz_888867600047,0,103,多策略,605077,1,2,25.82,500,20236993614651,25.832,500,20236993614651,0,13.932489
