算法子单编号,算法母单编号,交易日期,市场类别,资金账户名称,算法类型,算法实例,算法供应商,证券代码,委托类型,买卖方向,委托价格,委托数量,委托时间,成交价格,成交数量,成交时间,委托状态,手续费
2548652700612423680,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.77,140,20230614101807,0.0,0,20230614101807,9,4.82
2548652769331900416,6880872434086000990,20230614,2,7027,0,103,多策略,600724,1,2,3.69,200,20230614101807,3.69,200,20230614101807,4,0.75
2548653112929284096,6880872434086001339,20230614,2,7027,0,103,多策略,603908,1,1,45.7,300,20230614101807,45.7,300,20230614101807,4,0.27
2548720251858055168,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101808,0.0,0,20230614101808,7,1.88
2548720320577531905,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101808,0.0,0,20230614101808,7,0.25
2548720320577531904,6880872434086000435,20230614,1,7027,0,103,多策略,2791,1,1,68.01,800,20230614101808,0.0,0,20230614101808,5,1.09
2548720389297008640,6880872434086000534,20230614,1,7027,0,103,多策略,300033,1,2,184.7,100,20230614101808,0.0,0,20230614101808,5,18.84
2548720732894392320,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.62,440,20230614101808,0.0,0,20230614101808,9,2.97
2548720939052822528,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.45,500,20230614101808,0.0,0,20230614101808,7,0.61
2548721351369682944,6880872433386000078,20230614,2,7028,0,103,多策略,600603,1,1,7.14,2000,20230614101808,7.14,2000,20230614101808,4,0.29
2548788696456884224,6880872434086000305,20230614,1,7027,0,103,多策略,2397,1,1,3.33,3100,20230614101809,3.33,3100,20230614101809,4,0.21
2548788902615314432,6880872434086000331,20230614,1,7027,0,103,多策略,2467,1,2,5.4,5800,20230614101809,5.4,5800,20230614101809,4,31.95
2548789177493221376,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.08,20900,20230614101809,0.0,0,20230614101809,7,1.29
2548789246212698112,6880872434086000625,20230614,1,7027,0,103,多策略,300347,1,1,72.02,700,20230614101809,72.02,700,20230614101809,4,1.01
2548789589810081792,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.44,500,20230614101809,0.0,0,20230614101809,7,0.61
2548790277004849152,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101809,0.0,0,20230614101809,7,1.2
2548857415933620224,6880872434086000199,20230614,1,7027,0,103,多策略,2078,1,1,10.53,4700,20230614101810,10.53,4700,20230614101810,4,0.99
2548926479007739904,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101811,0.0,0,20230614101811,7,0.25
2548926547727216640,6880872434086000482,20230614,1,7027,0,103,多策略,2918,1,1,16.24,600,20230614101811,0.0,0,20230614101811,5,0.19
2548926616446693376,6880872434086000542,20230614,1,7027,0,103,多策略,300054,1,2,26.14,300,20230614101811,26.14,300,20230614101811,4,8.0
2548927097483030528,6880872432980000090,20230614,2,7040,0,103,多策略,600012,1,2,10.86,4000,20230614101811,0.0,0,20230614101811,9,44.31
2548928196994658305,6880872434086001377,20230614,2,7027,0,103,多策略,688004,1,2,39.5,382,20230614101811,0.0,0,20230614101811,5,15.39
2548928334433611776,6880872434086001440,20230614,2,7027,0,103,多策略,688677,1,1,55.4,762,20230614101811,55.4,331,20230614101811,8,0.84
2548996366715580416,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.81,140,20230614101812,0.0,0,20230614101812,9,4.83
2548996641593487360,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101812,0.0,0,20230614101812,7,1.2
2548996710312964096,6880872434086001353,20230614,2,7027,0,103,多策略,605020,1,1,37.01,200,20230614101812,0.0,0,20230614101812,5,0.15
2549063574363828224,6880872434086000188,20230614,1,7027,0,103,多策略,2049,1,2,87.35,300,20230614101813,0.0,0,20230614101813,5,26.73
2549065292350746624,6880872434086001176,20230614,2,7027,0,103,多策略,603059,1,1,22.39,1500,20230614101813,22.39,1100,20230614101813,8,0.67
2549132499998994432,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101814,0.0,0,20230614101814,7,0.25
2549132637437947904,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101814,0.0,0,20230614101814,7,1.88
2549133255913238528,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.43,300,20230614101814,61.43,300,20230614101814,4,0.37
2549201494353637376,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.08,20900,20230614101815,0.0,0,20230614101815,7,1.29
2549202662584741888,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101815,0.0,0,20230614101815,7,1.2
2549269938952466432,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101816,0.0,0,20230614101816,7,0.25
2549270076391419904,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101816,0.0,0,20230614101816,7,1.88
2549270145110896640,6880872433386000018,20230614,1,7028,0,103,多策略,2855,1,2,10.31,1100,20230614101816,10.31,1100,20230614101816,4,11.57
2549270763586187264,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.43,300,20230614101816,61.43,300,20230614101816,4,0.37
2549338589709725696,6880872434086000293,20230614,1,7027,0,103,多策略,2368,1,2,40.41,1100,20230614101817,40.41,1100,20230614101817,4,45.34
2549339414343446529,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.43,400,20230614101817,61.43,400,20230614101817,4,0.49
2549339551782400000,6880872434086000959,20230614,2,7027,0,103,多策略,600588,1,2,20.98,1700,20230614101817,20.98,1300,20230614101817,8,36.38
2549340238977167360,6880872432980000160,20230614,2,7040,0,103,多策略,603366,1,2,5.64,200,20230614101817,5.64,200,20230614101817,4,1.15
2549340651294027776,6880872433386000087,20230614,2,7028,0,103,多策略,688561,1,2,58.97,200,20230614101817,0.0,0,20230614101817,5,12.03
2549408202539659264,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.43,400,20230614101818,61.43,400,20230614101818,4,0.49
2549408271259136000,6880872434086000837,20230614,2,7027,0,103,多策略,600079,1,1,26.43,2900,20230614101818,0.0,0,20230614101818,5,1.53
2549408821014949888,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.82,140,20230614101818,0.0,0,20230614101818,9,4.83
2549476303541104640,6880872432980000051,20230614,1,7040,0,103,多策略,2734,1,2,9.2,200,20230614101819,0.0,0,20230614101819,7,1.88
2549544816859410432,6880872434086000390,20230614,1,7027,0,103,多策略,2652,1,1,2.65,300,20230614101820,2.65,300,20230614101820,4,0.02
2549544885578887168,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101820,0.0,0,20230614101820,7,0.25
2549544954298363904,6880872432980000051,20230614,1,7040,0,103,多策略,2734,1,2,9.2,200,20230614101820,0.0,0,20230614101820,7,1.88
2549544954298363905,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101820,0.0,0,20230614101820,7,1.88
2549545229176270849,6880872434086000638,20230614,1,7027,0,103,多策略,300379,1,2,23.42,800,20230614101820,23.43,800,20230614101820,4,19.11
2549545366615224321,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.63,440,20230614101820,0.0,0,20230614101820,9,2.98
2549545435334701057,6880872434086000716,20230614,1,7027,0,103,多策略,300691,1,2,17.1,3200,20230614101820,0.0,0,20230614101820,5,55.81
2549545572773654529,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.46,300,20230614101820,0.0,0,20230614101820,7,0.37
2549545641493131264,6880872434086000837,20230614,2,7027,0,103,多策略,600079,1,1,26.45,600,20230614101820,26.45,600,20230614101820,4,0.32
2549545916371038208,6880872433386000057,20230614,2,7028,0,103,多策略,600826,1,2,10.49,1200,20230614101820,10.49,1200,20230614101820,4,12.84
2549546466126852096,6880872434086001241,20230614,2,7027,0,103,多策略,603383,1,2,56.29,400,20230614101820,56.31,400,20230614101820,4,22.97
2549546741004759040,6880872434086001430,20230614,2,7027,0,103,多策略,688579,1,2,17.1,1751,20230614101820,17.1,1751,20230614101820,4,30.54
2549613879933530112,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.09,20900,20230614101821,0.0,0,20230614101821,7,1.29
2549614223530913792,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.44,300,20230614101821,0.0,0,20230614101821,7,0.37
2549615048164634624,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101821,0.0,0,20230614101821,7,1.2
2549683286605033472,6880872434086000879,20230614,2,7027,0,103,多策略,600285,1,1,16.39,2700,20230614101822,16.39,2700,20230614101822,4,0.89
2549750494253281280,6880872434086000129,20230614,1,7027,0,103,多策略,888,1,2,12.29,3300,20230614101823,12.29,3300,20230614101823,4,41.37
2549750700411711488,6880872433386000030,20230614,1,7028,0,103,多策略,2014,1,1,8.56,2500,20230614101823,8.56,2500,20230614101823,4,0.43
2549750975289618432,6880872433386000052,20230614,1,7028,0,103,多策略,2465,1,2,9.86,2400,20230614101823,9.86,2400,20230614101823,4,24.14
2549751044009095169,6880872434086000450,20230614,1,7027,0,103,多策略,2831,1,1,24.8,600,20230614101823,24.8,300,20230614101823,8,0.3
2549751112728571904,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101823,0.0,0,20230614101823,7,0.25
2549751181448048641,6880872434086000531,20230614,1,7027,0,103,多策略,300017,1,2,8.35,5400,20230614101823,8.35,5400,20230614101823,4,45.99
2549751181448048642,6880872434086000482,20230614,1,7027,0,103,多策略,2918,1,1,16.3,1900,20230614101823,16.3,1900,20230614101823,4,0.62
2549751318887002112,6880872434086000562,20230614,1,7027,0,103,多策略,300133,1,2,8.21,1900,20230614101823,8.21,1900,20230614101823,4,15.91
2549751387606478848,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.63,440,20230614101823,0.0,0,20230614101823,9,2.98
2549751525045432320,6880872434086000692,20230614,1,7027,0,103,多策略,300601,1,1,25.07,1900,20230614101823,25.07,1900,20230614101823,4,0.95
2549751525045432321,6880872434086000732,20230614,1,7027,0,103,多策略,300767,1,1,26.62,600,20230614101823,26.62,600,20230614101823,4,0.32
2549751662484385792,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.5,500,20230614101823,0.0,0,20230614101823,7,0.62
2549820381961121792,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.48,200,20230614101824,0.0,0,20230614101824,7,0.25
2549820656839028737,6880872434086001003,20230614,2,7027,0,103,多策略,600756,1,2,17.41,400,20230614101824,17.41,400,20230614101824,4,7.1
2549820862997458944,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.82,140,20230614101824,0.0,0,20230614101824,9,4.83
2549821000436412416,6880872434086000990,20230614,2,7027,0,103,多策略,600724,1,2,3.69,400,20230614101824,3.69,400,20230614101824,4,1.51
2549890338388439040,6880872434086001388,20230614,2,7027,0,103,多策略,688066,1,2,57.21,206,20230614101825,57.21,206,20230614101825,4,12.02
2549956652683489280,6880872434086000151,20230614,1,7027,0,103,多策略,953,1,1,5.18,6000,20230614101826,5.18,6000,20230614101826,4,0.62
2549956858841919488,6880872434086000145,20230614,1,7027,0,103,多策略,932,1,1,5.15,9000,20230614101826,5.15,9000,20230614101826,4,0.93
2549957202439303168,6880872434086000377,20230614,1,7027,0,103,多策略,2609,1,2,11.81,700,20230614101826,11.81,600,20230614101826,8,8.43
2549957202439303169,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101826,0.0,0,20230614101826,7,0.25
2549957202439303171,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101826,0.0,0,20230614101826,7,1.88
2549957339878256641,6880872434086000508,20230614,1,7027,0,103,多策略,2990,1,2,38.53,500,20230614101826,38.53,500,20230614101826,4,19.65
2549957477317210113,6880872434086000560,20230614,1,7027,0,103,多策略,300130,1,2,29.88,1000,20230614101826,29.88,1000,20230614101826,4,30.48
2549957202439303170,6880872432980000051,20230614,1,7040,0,103,多策略,2734,1,2,9.2,200,20230614101826,0.0,0,20230614101826,7,1.88
2549957614756163584,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.63,440,20230614101826,0.0,0,20230614101826,9,2.98
2549957889634070529,6880872434086000782,20230614,1,7027,0,103,多策略,300976,1,2,49.86,700,20230614101826,49.86,700,20230614101826,4,35.6
2549957958353547265,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.45,300,20230614101826,61.43,300,20230614101826,4,0.37
2549958164511977472,6880872433386000081,20230614,2,7028,0,103,多策略,600420,1,1,11.21,2100,20230614101826,11.21,1600,20230614101826,8,0.47
2550025303440748544,6880872434086000107,20230614,1,7027,0,103,多策略,797,1,1,3.17,2400,20230614101827,3.17,2400,20230614101827,4,0.15
2550025372160225280,6880872434086000079,20230614,1,7027,0,103,多策略,691,1,1,4.14,1900,20230614101827,4.14,1900,20230614101827,4,0.16
2550025440879702016,6880872434086000131,20230614,1,7027,0,103,多策略,898,1,2,2.86,2800,20230614101827,2.86,2800,20230614101827,4,8.17
2550025509599178752,6880872434086000188,20230614,1,7027,0,103,多策略,2049,1,2,87.3,300,20230614101827,87.33,300,20230614101827,4,26.71
2550026059354992640,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.09,20900,20230614101827,0.0,0,20230614101827,7,1.29
2550026471671853056,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.45,300,20230614101827,61.45,300,20230614101827,4,0.37
2550027227586097152,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.43,9300,20230614101827,0.0,0,20230614101827,7,1.2
2550096015782309888,6880872434086001008,20230614,2,7027,0,103,多策略,600779,1,1,63.8,400,20230614101828,63.79,400,20230614101828,4,0.51
2550163154711080960,6880872434086000288,20230614,1,7027,0,103,多策略,2351,1,2,19.38,800,20230614101829,19.38,800,20230614101829,4,15.81
2550163292150034432,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101829,0.0,0,20230614101829,7,0.25
2550163360869511169,6880872434086000452,20230614,1,7027,0,103,多策略,2837,1,2,31.6,500,20230614101829,31.6,500,20230614101829,4,16.12
2550163841905848320,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.63,440,20230614101829,0.0,0,20230614101829,9,2.98
2550164048064278528,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.44,1100,20230614101829,61.44,1100,20230614101829,4,1.35
2550164803978522624,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.81,140,20230614101829,0.0,0,20230614101829,9,4.83
2550164941417476096,6880872434086001362,20230614,2,7027,0,103,多策略,605168,1,2,142.89,100,20230614101829,142.89,100,20230614101829,4,14.57
2550165147575906304,6880872434086001353,20230614,2,7027,0,103,多策略,605020,1,1,37.04,500,20230614101829,37.04,400,20230614101829,8,0.37
2550232836260491264,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.43,800,20230614101830,61.43,800,20230614101830,4,0.98
2550233386016305152,6880872433386000013,20230614,2,7028,0,103,多策略,603039,1,2,78.83,700,20230614101830,79.0,700,20230614101830,4,56.28
2550300524945076224,6880872434086000253,20230614,1,7027,0,103,多策略,2224,1,2,4.84,100,20230614101831,4.84,100,20230614101831,4,0.49
2550300937261936640,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101831,0.0,0,20230614101831,7,0.25
2550301487017750528,6880872433069000060,20230614,1,7043,0,103,多策略,300909,1,1,24.97,400,20230614101831,24.97,400,20230614101831,4,0.2
2550302380370948096,6880872434086001290,20230614,2,7027,0,103,多策略,603679,1,2,14.86,700,20230614101831,14.86,700,20230614101831,4,10.61
2550302792687808512,6880872433386000087,20230614,2,7028,0,103,多策略,688561,1,2,58.93,200,20230614101831,58.93,200,20230614101831,4,12.02
2550369588019195904,6880872432980000051,20230614,1,7040,0,103,多策略,2734,1,2,9.2,200,20230614101832,0.0,0,20230614101832,7,1.88
2550369588019195905,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101832,0.0,0,20230614101832,7,1.88
2550370206494486528,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.44,100,20230614101832,61.44,100,20230614101832,4,0.12
2550370206494486529,6880872433069000067,20230614,1,7043,0,103,多策略,301117,1,1,61.44,200,20230614101832,61.44,200,20230614101832,4,0.25
2550370962408730624,6880872432980000139,20230614,2,7040,0,103,多策略,601766,1,1,6.44,9300,20230614101832,0.0,0,20230614101832,7,1.2
2550371306006114305,6880872434086001385,20230614,2,7027,0,103,多策略,688049,1,2,39.86,749,20230614101832,39.86,749,20230614101832,4,30.45
2550438513654362112,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.09,20900,20230614101833,0.0,0,20230614101833,7,1.29
2550508126484295680,6880872433386000098,20230614,2,7028,0,103,多策略,600820,1,1,6.06,2600,20230614101834,6.06,2600,20230614101834,4,0.32
2550508263923249152,6880872433386000016,20230614,2,7028,0,103,多策略,603309,1,1,17.15,1600,20230614101834,0.0,0,20230614101834,5,0.55
2550575334132543488,6880872434086000253,20230614,1,7027,0,103,多策略,2224,1,2,4.84,400,20230614101835,4.84,400,20230614101835,4,1.97
2550575746449403905,6880872432980000053,20230614,1,7040,0,103,多策略,2745,1,1,9.1,1400,20230614101835,0.0,0,20230614101835,7,0.25
2550575746449403907,6880872432980000051,20230614,1,7040,0,103,多策略,2734,1,2,9.2,200,20230614101835,0.0,0,20230614101835,7,1.88
2550576021327310848,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.63,440,20230614101835,0.0,0,20230614101835,9,2.98
2550575746449403908,6880872433069000030,20230614,1,7043,0,103,多策略,2734,1,2,9.2,200,20230614101835,0.0,0,20230614101835,7,1.88
2550576158766264322,6880872434086000732,20230614,1,7027,0,103,多策略,300767,1,1,26.63,2200,20230614101835,0.0,0,20230614101835,5,1.17
2550575883888357376,6880872434086000533,20230614,1,7027,0,103,多策略,300031,1,2,28.87,300,20230614101835,28.87,300,20230614101835,4,8.83
2550576364924694528,6880872433069000060,20230614,1,7043,0,103,多策略,300909,1,1,24.97,200,20230614101835,24.97,200,20230614101835,4,0.1
2550576296205217792,6880872434086000758,20230614,1,7027,0,103,多策略,300853,1,2,32.2,900,20230614101835,32.2,600,20230614101835,8,29.56
2550576296205217793,6880872432980000085,20230614,1,7040,0,103,多策略,301117,1,1,61.51,700,20230614101835,61.5,700,20230614101835,4,0.86
